"BehaviorSpace results (NetLogo 5.1.0)"
"task2.nlogo"
"PD HD neighborhood cost"
"12/17/2014 23:21:36:759 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","game","cost","initial_propD","benefit","baseline_fitness","neighborhood","play_spatial","[step]","count patches with [strategy_current = ""C""]"
"1083","""PD""","0.46","0.01","1","0","""moore_r=1""","true","168","0"
"1085","""PD""","0.46","0.01","1","0","""moore_r=1""","true","149","0"
"1086","""PD""","0.46","0.01","1","0","""moore_r=1""","true","152","0"
"1087","""PD""","0.46","0.01","1","0","""moore_r=1""","true","127","0"
"1088","""PD""","0.46","0.01","1","0","""moore_r=1""","true","131","0"
"1089","""PD""","0.46","0.01","1","0","""moore_r=1""","true","126","0"
"1080","""PD""","0.45","0.01","1","0","""moore_r=3""","true","89","0"
"1090","""PD""","0.46","0.01","1","0","""moore_r=1""","true","116","0"
"1092","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","185","0"
"1093","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","209","0"
"1091","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","358","0"
"1095","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","184","0"
"1094","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","218","0"
"1096","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","296","0"
"1098","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","155","0"
"1097","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","212","0"
"1100","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","189","0"
"1099","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","282","0"
"1103","""PD""","0.46","0.01","1","0","""moore_r=3""","true","58","0"
"1102","""PD""","0.46","0.01","1","0","""moore_r=3""","true","68","0"
"1101","""PD""","0.46","0.01","1","0","""moore_r=3""","true","73","0"
"1104","""PD""","0.46","0.01","1","0","""moore_r=3""","true","73","0"
"1106","""PD""","0.46","0.01","1","0","""moore_r=3""","true","71","0"
"1107","""PD""","0.46","0.01","1","0","""moore_r=3""","true","82","0"
"1105","""PD""","0.46","0.01","1","0","""moore_r=3""","true","90","0"
"1111","""PD""","0.47","0.01","1","0","""moore_r=1""","true","101","0"
"1108","""PD""","0.46","0.01","1","0","""moore_r=3""","true","86","0"
"1112","""PD""","0.47","0.01","1","0","""moore_r=1""","true","146","0"
"1114","""PD""","0.47","0.01","1","0","""moore_r=1""","true","174","0"
"1113","""PD""","0.47","0.01","1","0","""moore_r=1""","true","170","0"
"1115","""PD""","0.47","0.01","1","0","""moore_r=1""","true","144","0"
"1109","""PD""","0.46","0.01","1","0","""moore_r=3""","true","71","0"
"1116","""PD""","0.47","0.01","1","0","""moore_r=1""","true","148","0"
"1117","""PD""","0.47","0.01","1","0","""moore_r=1""","true","176","0"
"1110","""PD""","0.46","0.01","1","0","""moore_r=3""","true","84","0"
"1118","""PD""","0.47","0.01","1","0","""moore_r=1""","true","175","0"
"1119","""PD""","0.47","0.01","1","0","""moore_r=1""","true","136","0"
"1120","""PD""","0.47","0.01","1","0","""moore_r=1""","true","135","0"
"1121","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","185","0"
"1122","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","195","0"
"1124","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","205","0"
"1123","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","186","0"
"1125","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","211","0"
"1127","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","155","0"
"1126","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","220","0"
"1130","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","166","0"
"1129","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","175","0"
"1128","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","198","0"
"1131","""PD""","0.47","0.01","1","0","""moore_r=3""","true","79","0"
"1134","""PD""","0.47","0.01","1","0","""moore_r=3""","true","65","0"
"1132","""PD""","0.47","0.01","1","0","""moore_r=3""","true","83","0"
"1133","""PD""","0.47","0.01","1","0","""moore_r=3""","true","85","0"
"1136","""PD""","0.47","0.01","1","0","""moore_r=3""","true","72","0"
"1135","""PD""","0.47","0.01","1","0","""moore_r=3""","true","91","0"
"1137","""PD""","0.47","0.01","1","0","""moore_r=3""","true","105","0"
"1138","""PD""","0.47","0.01","1","0","""moore_r=3""","true","104","0"
"1141","""PD""","0.48","0.01","1","0","""moore_r=1""","true","138","0"
"1143","""PD""","0.48","0.01","1","0","""moore_r=1""","true","116","0"
"1142","""PD""","0.48","0.01","1","0","""moore_r=1""","true","207","0"
"1139","""PD""","0.47","0.01","1","0","""moore_r=3""","true","75","0"
"1144","""PD""","0.48","0.01","1","0","""moore_r=1""","true","159","0"
"1145","""PD""","0.48","0.01","1","0","""moore_r=1""","true","126","0"
"1147","""PD""","0.48","0.01","1","0","""moore_r=1""","true","114","0"
"1140","""PD""","0.47","0.01","1","0","""moore_r=3""","true","74","0"
"1146","""PD""","0.48","0.01","1","0","""moore_r=1""","true","146","0"
"1148","""PD""","0.48","0.01","1","0","""moore_r=1""","true","144","0"
"1149","""PD""","0.48","0.01","1","0","""moore_r=1""","true","164","0"
"1150","""PD""","0.48","0.01","1","0","""moore_r=1""","true","170","0"
"1153","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","153","0"
"1151","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","208","0"
"1152","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","284","0"
"1154","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","168","0"
"1155","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","168","0"
"1156","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","163","0"
"1157","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","201","0"
"1158","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","227","0"
"1159","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","211","0"
"1160","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","242","0"
"1161","""PD""","0.48","0.01","1","0","""moore_r=3""","true","54","0"
"1162","""PD""","0.48","0.01","1","0","""moore_r=3""","true","66","0"
"1163","""PD""","0.48","0.01","1","0","""moore_r=3""","true","80","0"
"1164","""PD""","0.48","0.01","1","0","""moore_r=3""","true","61","0"
"1167","""PD""","0.48","0.01","1","0","""moore_r=3""","true","55","0"
"1165","""PD""","0.48","0.01","1","0","""moore_r=3""","true","86","0"
"1166","""PD""","0.48","0.01","1","0","""moore_r=3""","true","73","0"
"1168","""PD""","0.48","0.01","1","0","""moore_r=3""","true","68","0"
"1171","""PD""","0.49","0.01","1","0","""moore_r=1""","true","160","0"
"1173","""PD""","0.49","0.01","1","0","""moore_r=1""","true","143","0"
"1172","""PD""","0.49","0.01","1","0","""moore_r=1""","true","163","0"
"1169","""PD""","0.48","0.01","1","0","""moore_r=3""","true","62","0"
"1174","""PD""","0.49","0.01","1","0","""moore_r=1""","true","129","0"
"1170","""PD""","0.48","0.01","1","0","""moore_r=3""","true","57","0"
"1175","""PD""","0.49","0.01","1","0","""moore_r=1""","true","142","0"
"1176","""PD""","0.49","0.01","1","0","""moore_r=1""","true","130","0"
"1177","""PD""","0.49","0.01","1","0","""moore_r=1""","true","140","0"
"1178","""PD""","0.49","0.01","1","0","""moore_r=1""","true","136","0"
"1180","""PD""","0.49","0.01","1","0","""moore_r=1""","true","102","0"
"1179","""PD""","0.49","0.01","1","0","""moore_r=1""","true","165","0"
"1181","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","175","0"
"1183","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","176","0"
"1182","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","268","0"
"1184","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","175","0"
"1186","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","184","0"
"1185","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","199","0"
"1187","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","166","0"
"1190","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","204","0"
"1188","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","176","0"
"1189","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","298","0"
"1191","""PD""","0.49","0.01","1","0","""moore_r=3""","true","68","0"
"1193","""PD""","0.49","0.01","1","0","""moore_r=3""","true","58","0"
"1192","""PD""","0.49","0.01","1","0","""moore_r=3""","true","68","0"
"1194","""PD""","0.49","0.01","1","0","""moore_r=3""","true","86","0"
"1196","""PD""","0.49","0.01","1","0","""moore_r=3""","true","72","0"
"1197","""PD""","0.49","0.01","1","0","""moore_r=3""","true","73","0"
"1195","""PD""","0.49","0.01","1","0","""moore_r=3""","true","98","0"
"1201","""PD""","0.5","0.01","1","0","""moore_r=1""","true","136","0"
"1198","""PD""","0.49","0.01","1","0","""moore_r=3""","true","87","0"
"1203","""PD""","0.5","0.01","1","0","""moore_r=1""","true","101","0"
"1202","""PD""","0.5","0.01","1","0","""moore_r=1""","true","120","0"
"1199","""PD""","0.49","0.01","1","0","""moore_r=3""","true","64","0"
"1205","""PD""","0.5","0.01","1","0","""moore_r=1""","true","104","0"
"1204","""PD""","0.5","0.01","1","0","""moore_r=1""","true","174","0"
"1206","""PD""","0.5","0.01","1","0","""moore_r=1""","true","108","0"
"1200","""PD""","0.49","0.01","1","0","""moore_r=3""","true","60","0"
"1208","""PD""","0.5","0.01","1","0","""moore_r=1""","true","102","0"
"1207","""PD""","0.5","0.01","1","0","""moore_r=1""","true","144","0"
"1209","""PD""","0.5","0.01","1","0","""moore_r=1""","true","113","0"
"1210","""PD""","0.5","0.01","1","0","""moore_r=1""","true","161","0"
"1211","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","186","0"
"1212","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","246","0"
"1215","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","171","0"
"1214","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","196","0"
"1213","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","223","0"
"1216","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","186","0"
"1217","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","191","0"
"1218","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","173","0"
"1220","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","180","0"
"1219","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","207","0"
"1221","""PD""","0.5","0.01","1","0","""moore_r=3""","true","62","0"
"1222","""PD""","0.5","0.01","1","0","""moore_r=3""","true","61","0"
"1223","""PD""","0.5","0.01","1","0","""moore_r=3""","true","59","0"
"1224","""PD""","0.5","0.01","1","0","""moore_r=3""","true","105","0"
"1225","""PD""","0.5","0.01","1","0","""moore_r=3""","true","70","0"
"1226","""PD""","0.5","0.01","1","0","""moore_r=3""","true","68","0"
"1227","""PD""","0.5","0.01","1","0","""moore_r=3""","true","80","0"
"1231","""PD""","0.51","0.01","1","0","""moore_r=1""","true","152","0"
"1229","""PD""","0.5","0.01","1","0","""moore_r=3""","true","52","0"
"1232","""PD""","0.51","0.01","1","0","""moore_r=1""","true","86","0"
"1233","""PD""","0.51","0.01","1","0","""moore_r=1""","true","105","0"
"1228","""PD""","0.5","0.01","1","0","""moore_r=3""","true","68","0"
"1234","""PD""","0.51","0.01","1","0","""moore_r=1""","true","121","0"
"1235","""PD""","0.51","0.01","1","0","""moore_r=1""","true","116","0"
"1236","""PD""","0.51","0.01","1","0","""moore_r=1""","true","110","0"
"1237","""PD""","0.51","0.01","1","0","""moore_r=1""","true","109","0"
"1238","""PD""","0.51","0.01","1","0","""moore_r=1""","true","120","0"
"1230","""PD""","0.5","0.01","1","0","""moore_r=3""","true","75","0"
"1240","""PD""","0.51","0.01","1","0","""moore_r=1""","true","85","0"
"1241","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","154","0"
"1239","""PD""","0.51","0.01","1","0","""moore_r=1""","true","132","0"
"1242","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","225","0"
"1243","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","178","0"
"1244","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","146","0"
"1245","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","187","0"
"1248","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","170","0"
"1246","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","247","0"
"1247","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","256","0"
"1250","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","165","0"
"1249","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","165","0"
"1251","""PD""","0.51","0.01","1","0","""moore_r=3""","true","61","0"
"1253","""PD""","0.51","0.01","1","0","""moore_r=3""","true","59","0"
"1254","""PD""","0.51","0.01","1","0","""moore_r=3""","true","67","0"
"1252","""PD""","0.51","0.01","1","0","""moore_r=3""","true","85","0"
"1256","""PD""","0.51","0.01","1","0","""moore_r=3""","true","63","0"
"1255","""PD""","0.51","0.01","1","0","""moore_r=3""","true","70","0"
"1257","""PD""","0.51","0.01","1","0","""moore_r=3""","true","66","0"
"1258","""PD""","0.51","0.01","1","0","""moore_r=3""","true","67","0"
"1262","""PD""","0.52","0.01","1","0","""moore_r=1""","true","111","0"
"1261","""PD""","0.52","0.01","1","0","""moore_r=1""","true","150","0"
"1259","""PD""","0.51","0.01","1","0","""moore_r=3""","true","54","0"
"1263","""PD""","0.52","0.01","1","0","""moore_r=1""","true","123","0"
"1264","""PD""","0.52","0.01","1","0","""moore_r=1""","true","92","0"
"1265","""PD""","0.52","0.01","1","0","""moore_r=1""","true","105","0"
"1266","""PD""","0.52","0.01","1","0","""moore_r=1""","true","120","0"
"1268","""PD""","0.52","0.01","1","0","""moore_r=1""","true","127","0"
"1267","""PD""","0.52","0.01","1","0","""moore_r=1""","true","113","0"
"1270","""PD""","0.52","0.01","1","0","""moore_r=1""","true","86","0"
"1269","""PD""","0.52","0.01","1","0","""moore_r=1""","true","198","0"
"1260","""PD""","0.51","0.01","1","0","""moore_r=3""","true","85","0"
"1272","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","162","0"
"1271","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","197","0"
"1273","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","206","0"
"1274","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","194","0"
"1276","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","139","0"
"1275","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","226","0"
"1277","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","160","0"
"1278","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","166","0"
"1280","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","173","0"
"1279","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","210","0"
"1283","""PD""","0.52","0.01","1","0","""moore_r=3""","true","58","0"
"1284","""PD""","0.52","0.01","1","0","""moore_r=3""","true","63","0"
"1281","""PD""","0.52","0.01","1","0","""moore_r=3""","true","80","0"
"1282","""PD""","0.52","0.01","1","0","""moore_r=3""","true","88","0"
"1285","""PD""","0.52","0.01","1","0","""moore_r=3""","true","76","0"
"1286","""PD""","0.52","0.01","1","0","""moore_r=3""","true","75","0"
"1288","""PD""","0.52","0.01","1","0","""moore_r=3""","true","70","0"
"1287","""PD""","0.52","0.01","1","0","""moore_r=3""","true","81","0"
"1292","""PD""","0.53","0.01","1","0","""moore_r=1""","true","105","0"
"1291","""PD""","0.53","0.01","1","0","""moore_r=1""","true","130","0"
"1294","""PD""","0.53","0.01","1","0","""moore_r=1""","true","101","0"
"1293","""PD""","0.53","0.01","1","0","""moore_r=1""","true","129","0"
"1295","""PD""","0.53","0.01","1","0","""moore_r=1""","true","78","0"
"1289","""PD""","0.52","0.01","1","0","""moore_r=3""","true","75","0"
"1296","""PD""","0.53","0.01","1","0","""moore_r=1""","true","150","0"
"1297","""PD""","0.53","0.01","1","0","""moore_r=1""","true","105","0"
"1298","""PD""","0.53","0.01","1","0","""moore_r=1""","true","113","0"
"1290","""PD""","0.52","0.01","1","0","""moore_r=3""","true","65","0"
"1300","""PD""","0.53","0.01","1","0","""moore_r=1""","true","143","0"
"1299","""PD""","0.53","0.01","1","0","""moore_r=1""","true","152","0"
"1301","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","171","0"
"1302","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","177","0"
"1303","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","194","0"
"1304","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","210","0"
"1305","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","155","0"
"1308","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","147","0"
"1309","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","193","0"
"1307","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","188","0"
"1306","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","180","0"
"1310","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","130","0"
"1311","""PD""","0.53","0.01","1","0","""moore_r=3""","true","59","0"
"1312","""PD""","0.53","0.01","1","0","""moore_r=3""","true","55","0"
"1313","""PD""","0.53","0.01","1","0","""moore_r=3""","true","56","0"
"1314","""PD""","0.53","0.01","1","0","""moore_r=3""","true","64","0"
"1315","""PD""","0.53","0.01","1","0","""moore_r=3""","true","55","0"
"1316","""PD""","0.53","0.01","1","0","""moore_r=3""","true","53","0"
"1317","""PD""","0.53","0.01","1","0","""moore_r=3""","true","72","0"
"1318","""PD""","0.53","0.01","1","0","""moore_r=3""","true","58","0"
"1321","""PD""","0.54","0.01","1","0","""moore_r=1""","true","91","0"
"1322","""PD""","0.54","0.01","1","0","""moore_r=1""","true","157","0"
"1323","""PD""","0.54","0.01","1","0","""moore_r=1""","true","115","0"
"1319","""PD""","0.53","0.01","1","0","""moore_r=3""","true","58","0"
"1324","""PD""","0.54","0.01","1","0","""moore_r=1""","true","113","0"
"1326","""PD""","0.54","0.01","1","0","""moore_r=1""","true","116","0"
"1327","""PD""","0.54","0.01","1","0","""moore_r=1""","true","125","0"
"1325","""PD""","0.54","0.01","1","0","""moore_r=1""","true","154","0"
"1328","""PD""","0.54","0.01","1","0","""moore_r=1""","true","114","0"
"1320","""PD""","0.53","0.01","1","0","""moore_r=3""","true","72","0"
"1329","""PD""","0.54","0.01","1","0","""moore_r=1""","true","124","0"
"1330","""PD""","0.54","0.01","1","0","""moore_r=1""","true","98","0"
"1331","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","151","0"
"1332","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","178","0"
"1333","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","149","0"
"1335","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","230","0"
"1334","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","161","0"
"1336","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","132","0"
"1337","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","183","0"
"1340","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","116","0"
"1338","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","157","0"
"1339","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","147","0"
"1342","""PD""","0.54","0.01","1","0","""moore_r=3""","true","52","0"
"1343","""PD""","0.54","0.01","1","0","""moore_r=3""","true","58","0"
"1344","""PD""","0.54","0.01","1","0","""moore_r=3""","true","51","0"
"1341","""PD""","0.54","0.01","1","0","""moore_r=3""","true","60","0"
"1345","""PD""","0.54","0.01","1","0","""moore_r=3""","true","57","0"
"1346","""PD""","0.54","0.01","1","0","""moore_r=3""","true","62","0"
"1347","""PD""","0.54","0.01","1","0","""moore_r=3""","true","69","0"
"1348","""PD""","0.54","0.01","1","0","""moore_r=3""","true","78","0"
"1351","""PD""","0.55","0.01","1","0","""moore_r=1""","true","86","0"
"1352","""PD""","0.55","0.01","1","0","""moore_r=1""","true","105","0"
"1353","""PD""","0.55","0.01","1","0","""moore_r=1""","true","104","0"
"1354","""PD""","0.55","0.01","1","0","""moore_r=1""","true","113","0"
"1355","""PD""","0.55","0.01","1","0","""moore_r=1""","true","104","0"
"1356","""PD""","0.55","0.01","1","0","""moore_r=1""","true","119","0"
"1350","""PD""","0.54","0.01","1","0","""moore_r=3""","true","69","0"
"1349","""PD""","0.54","0.01","1","0","""moore_r=3""","true","66","0"
"1357","""PD""","0.55","0.01","1","0","""moore_r=1""","true","96","0"
"1358","""PD""","0.55","0.01","1","0","""moore_r=1""","true","102","0"
"1359","""PD""","0.55","0.01","1","0","""moore_r=1""","true","93","0"
"1360","""PD""","0.55","0.01","1","0","""moore_r=1""","true","151","0"
"1362","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","143","0"
"1363","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","138","0"
"1361","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","165","0"
"1364","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","113","0"
"1366","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","125","0"
"1365","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","176","0"
"1367","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","137","0"
"1368","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","153","0"
"1369","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","149","0"
"1370","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","143","0"
"1373","""PD""","0.55","0.01","1","0","""moore_r=3""","true","48","0"
"1372","""PD""","0.55","0.01","1","0","""moore_r=3""","true","53","0"
"1374","""PD""","0.55","0.01","1","0","""moore_r=3""","true","57","0"
"1371","""PD""","0.55","0.01","1","0","""moore_r=3""","true","79","0"
"1375","""PD""","0.55","0.01","1","0","""moore_r=3""","true","55","0"
"1376","""PD""","0.55","0.01","1","0","""moore_r=3""","true","64","0"
"1377","""PD""","0.55","0.01","1","0","""moore_r=3""","true","72","0"
"1379","""PD""","0.55","0.01","1","0","""moore_r=3""","true","51","0"
"1381","""PD""","0.56","0.01","1","0","""moore_r=1""","true","120","0"
"1378","""PD""","0.55","0.01","1","0","""moore_r=3""","true","79","0"
"1382","""PD""","0.56","0.01","1","0","""moore_r=1""","true","121","0"
"1383","""PD""","0.56","0.01","1","0","""moore_r=1""","true","138","0"
"1384","""PD""","0.56","0.01","1","0","""moore_r=1""","true","95","0"
"1385","""PD""","0.56","0.01","1","0","""moore_r=1""","true","98","0"
"1380","""PD""","0.55","0.01","1","0","""moore_r=3""","true","51","0"
"1386","""PD""","0.56","0.01","1","0","""moore_r=1""","true","136","0"
"1388","""PD""","0.56","0.01","1","0","""moore_r=1""","true","105","0"
"1389","""PD""","0.56","0.01","1","0","""moore_r=1""","true","93","0"
"1387","""PD""","0.56","0.01","1","0","""moore_r=1""","true","123","0"
"1391","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","131","0"
"1390","""PD""","0.56","0.01","1","0","""moore_r=1""","true","110","0"
"1392","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","135","0"
"1393","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","129","0"
"1395","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","122","0"
"1394","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","192","0"
"1396","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","149","0"
"1397","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","127","0"
"1399","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","140","0"
"1398","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","164","0"
"1400","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","154","0"
"1401","""PD""","0.56","0.01","1","0","""moore_r=3""","true","48","0"
"1402","""PD""","0.56","0.01","1","0","""moore_r=3""","true","53","0"
"1403","""PD""","0.56","0.01","1","0","""moore_r=3""","true","51","0"
"1404","""PD""","0.56","0.01","1","0","""moore_r=3""","true","62","0"
"1405","""PD""","0.56","0.01","1","0","""moore_r=3""","true","48","0"
"1406","""PD""","0.56","0.01","1","0","""moore_r=3""","true","54","0"
"1408","""PD""","0.56","0.01","1","0","""moore_r=3""","true","51","0"
"1407","""PD""","0.56","0.01","1","0","""moore_r=3""","true","82","0"
"1411","""PD""","0.57","0.01","1","0","""moore_r=1""","true","114","0"
"1412","""PD""","0.57","0.01","1","0","""moore_r=1""","true","111","0"
"1413","""PD""","0.57","0.01","1","0","""moore_r=1""","true","125","0"
"1410","""PD""","0.56","0.01","1","0","""moore_r=3""","true","49","0"
"1409","""PD""","0.56","0.01","1","0","""moore_r=3""","true","64","0"
"1414","""PD""","0.57","0.01","1","0","""moore_r=1""","true","123","0"
"1416","""PD""","0.57","0.01","1","0","""moore_r=1""","true","88","0"
"1415","""PD""","0.57","0.01","1","0","""moore_r=1""","true","103","0"
"1419","""PD""","0.57","0.01","1","0","""moore_r=1""","true","105","0"
"1418","""PD""","0.57","0.01","1","0","""moore_r=1""","true","115","0"
"1420","""PD""","0.57","0.01","1","0","""moore_r=1""","true","110","0"
"1417","""PD""","0.57","0.01","1","0","""moore_r=1""","true","144","0"
"1421","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","166","0"
"1422","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","156","0"
"1423","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","197","0"
"1424","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","158","0"
"1425","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","163","0"
"1426","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","166","0"
"1427","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","146","0"
"1429","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","131","0"
"1428","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","115","0"
"1430","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","173","0"
"1432","""PD""","0.57","0.01","1","0","""moore_r=3""","true","55","0"
"1433","""PD""","0.57","0.01","1","0","""moore_r=3""","true","69","0"
"1431","""PD""","0.57","0.01","1","0","""moore_r=3""","true","74","0"
"1434","""PD""","0.57","0.01","1","0","""moore_r=3""","true","83","0"
"1436","""PD""","0.57","0.01","1","0","""moore_r=3""","true","47","0"
"1435","""PD""","0.57","0.01","1","0","""moore_r=3""","true","68","0"
"1437","""PD""","0.57","0.01","1","0","""moore_r=3""","true","51","0"
"1441","""PD""","0.58","0.01","1","0","""moore_r=1""","true","119","0"
"1438","""PD""","0.57","0.01","1","0","""moore_r=3""","true","47","0"
"1442","""PD""","0.58","0.01","1","0","""moore_r=1""","true","109","0"
"1443","""PD""","0.58","0.01","1","0","""moore_r=1""","true","121","0"
"1440","""PD""","0.57","0.01","1","0","""moore_r=3""","true","49","0"
"1445","""PD""","0.58","0.01","1","0","""moore_r=1""","true","131","0"
"1444","""PD""","0.58","0.01","1","0","""moore_r=1""","true","151","0"
"1446","""PD""","0.58","0.01","1","0","""moore_r=1""","true","102","0"
"1439","""PD""","0.57","0.01","1","0","""moore_r=3""","true","62","0"
"1447","""PD""","0.58","0.01","1","0","""moore_r=1""","true","94","0"
"1448","""PD""","0.58","0.01","1","0","""moore_r=1""","true","127","0"
"1449","""PD""","0.58","0.01","1","0","""moore_r=1""","true","127","0"
