"X.run.number.","game","cost","initial_propD","benefit","baseline_fitness","neighborhood","play_spatial","X.step.","count.patches.with..strategy_current....C..","r","freq_c"
"3796",3798,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1312,1.22222222222222,0.5248
"3797",3797,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1290,1.22222222222222,0.516
"3798",3796,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1311,1.22222222222222,0.5244
"3799",3799,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1291,1.22222222222222,0.5164
"3800",3800,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1272,1.22222222222222,0.5088
"3820",3822,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1260,1.27272727272727,0.504
"3822",3824,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1278,1.27272727272727,0.5112
"3823",3810,"\"HD\"",0.55,0.01,1,0,"\"moore_r=3\"","true",1000,1398,1.22222222222222,0.5592
"3824",3809,"\"HD\"",0.55,0.01,1,0,"\"moore_r=3\"","true",1000,1381,1.22222222222222,0.5524
"3825",3826,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1232,1.27272727272727,0.4928
"3826",3825,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1248,1.27272727272727,0.4992
"3827",3827,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1259,1.27272727272727,0.5036
"3828",3828,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1256,1.27272727272727,0.5024
"3829",3829,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1244,1.27272727272727,0.4976
"3830",3830,"\"HD\"",0.56,0.01,1,0,"\"von neumann_r=1\"","true",1000,1309,1.27272727272727,0.5236
"3851",3852,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1211,1.32558139534884,0.4844
"3852",3853,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1231,1.32558139534884,0.4924
"3853",3854,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1229,1.32558139534884,0.4916
"3854",3855,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1156,1.32558139534884,0.4624
"3855",3840,"\"HD\"",0.56,0.01,1,0,"\"moore_r=3\"","true",1000,1363,1.27272727272727,0.5452
"3856",3856,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1217,1.32558139534884,0.4868
"3857",3857,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1220,1.32558139534884,0.488
"3858",3859,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1216,1.32558139534884,0.4864
"3859",3858,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1217,1.32558139534884,0.4868
"3860",3860,"\"HD\"",0.57,0.01,1,0,"\"von neumann_r=1\"","true",1000,1229,1.32558139534884,0.4916
"3881",3869,"\"HD\"",0.57,0.01,1,0,"\"moore_r=3\"","true",1000,1339,1.32558139534884,0.5356
"3882",3883,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1222,1.38095238095238,0.4888
"3883",3885,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1184,1.38095238095238,0.4736
"3884",3884,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1207,1.38095238095238,0.4828
"3885",3870,"\"HD\"",0.57,0.01,1,0,"\"moore_r=3\"","true",1000,1339,1.32558139534884,0.5356
"3886",3886,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1199,1.38095238095238,0.4796
"3887",3887,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1191,1.38095238095238,0.4764
"3888",3889,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1166,1.38095238095238,0.4664
"3889",3888,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1237,1.38095238095238,0.4948
"3890",3890,"\"HD\"",0.58,0.01,1,0,"\"von neumann_r=1\"","true",1000,1208,1.38095238095238,0.4832
"3910",3899,"\"HD\"",0.58,0.01,1,0,"\"moore_r=3\"","true",1000,1308,1.38095238095238,0.5232
"3912",3913,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1186,1.4390243902439,0.4744
"3913",3914,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1158,1.4390243902439,0.4632
"3914",3900,"\"HD\"",0.58,0.01,1,0,"\"moore_r=3\"","true",1000,1302,1.38095238095238,0.5208
"3915",3915,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1191,1.4390243902439,0.4764
"3916",3917,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1188,1.4390243902439,0.4752
"3917",3918,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1172,1.4390243902439,0.4688
"3918",3916,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1195,1.4390243902439,0.478
"3919",3919,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1189,1.4390243902439,0.4756
"3920",3920,"\"HD\"",0.59,0.01,1,0,"\"von neumann_r=1\"","true",1000,1158,1.4390243902439,0.4632
"3941",3929,"\"HD\"",0.59,0.01,1,0,"\"moore_r=3\"","true",1000,1290,1.4390243902439,0.516
"3942",3943,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1163,1.5,0.4652
"3943",3944,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1121,1.5,0.4484
"3944",3930,"\"HD\"",0.59,0.01,1,0,"\"moore_r=3\"","true",1000,1274,1.4390243902439,0.5096
"3945",3945,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1113,1.5,0.4452
"3946",3947,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1140,1.5,0.456
"3947",3948,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1127,1.5,0.4508
"3948",3946,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1119,1.5,0.4476
"3949",3949,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1122,1.5,0.4488
"3950",3950,"\"HD\"",0.6,0.01,1,0,"\"von neumann_r=1\"","true",1000,1145,1.5,0.458
"3971",3972,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1088,1.56410256410256,0.4352
"3972",3973,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1099,1.56410256410256,0.4396
"3973",3974,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1129,1.56410256410256,0.4516
"3974",3975,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1082,1.56410256410256,0.4328
"3975",3960,"\"HD\"",0.6,0.01,1,0,"\"moore_r=3\"","true",1000,1265,1.5,0.506
"3976",3977,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1132,1.56410256410256,0.4528
"3977",3976,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1119,1.56410256410256,0.4476
"3978",3978,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1068,1.56410256410256,0.4272
"3979",3979,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1069,1.56410256410256,0.4276
"3980",3980,"\"HD\"",0.61,0.01,1,0,"\"von neumann_r=1\"","true",1000,1107,1.56410256410256,0.4428
"4001",4003,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1090,1.63157894736842,0.436
"4002",4004,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1114,1.63157894736842,0.4456
"4003",3990,"\"HD\"",0.61,0.01,1,0,"\"moore_r=3\"","true",1000,1217,1.56410256410256,0.4868
"4004",3989,"\"HD\"",0.61,0.01,1,0,"\"moore_r=3\"","true",1000,1246,1.56410256410256,0.4984
"4005",4006,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1081,1.63157894736842,0.4324
"4006",4007,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1051,1.63157894736842,0.4204
"4007",4005,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1071,1.63157894736842,0.4284
"4008",4008,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1042,1.63157894736842,0.4168
"4009",4010,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1049,1.63157894736842,0.4196
"4010",4009,"\"HD\"",0.62,0.01,1,0,"\"von neumann_r=1\"","true",1000,1033,1.63157894736842,0.4132
"4031",4033,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1029,1.7027027027027,0.4116
"4032",4019,"\"HD\"",0.62,0.01,1,0,"\"moore_r=3\"","true",1000,1202,1.63157894736842,0.4808
"4033",4020,"\"HD\"",0.62,0.01,1,0,"\"moore_r=3\"","true",1000,1197,1.63157894736842,0.4788
"4034",4034,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1022,1.7027027027027,0.4088
"4035",4036,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1037,1.7027027027027,0.4148
"4036",4037,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1053,1.7027027027027,0.4212
"4037",4035,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1043,1.7027027027027,0.4172
"4038",4038,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1022,1.7027027027027,0.4088
"4039",4039,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,984,1.7027027027027,0.3936
"4040",4040,"\"HD\"",0.63,0.01,1,0,"\"von neumann_r=1\"","true",1000,1015,1.7027027027027,0.406
"4061",4063,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,979,1.77777777777778,0.3916
"4062",4064,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,988,1.77777777777778,0.3952
"4063",4049,"\"HD\"",0.63,0.01,1,0,"\"moore_r=3\"","true",1000,1192,1.7027027027027,0.4768
"4064",4050,"\"HD\"",0.63,0.01,1,0,"\"moore_r=3\"","true",1000,1195,1.7027027027027,0.478
"4065",4065,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,1013,1.77777777777778,0.4052
"4066",4066,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,941,1.77777777777778,0.3764
"4067",4067,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,1003,1.77777777777778,0.4012
"4068",4068,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,986,1.77777777777778,0.3944
"4069",4070,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,993,1.77777777777778,0.3972
"4070",4069,"\"HD\"",0.64,0.01,1,0,"\"von neumann_r=1\"","true",1000,973,1.77777777777778,0.3892
"4091",4091,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,939,1.85714285714286,0.3756
"4092",4080,"\"HD\"",0.64,0.01,1,0,"\"moore_r=3\"","true",1000,1166,1.77777777777778,0.4664
"4093",4093,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,939,1.85714285714286,0.3756
"4094",4094,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,956,1.85714285714286,0.3824
"4095",4095,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,971,1.85714285714286,0.3884
"4096",4097,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,931,1.85714285714286,0.3724
"4097",4096,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,953,1.85714285714286,0.3812
"4098",4098,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,918,1.85714285714286,0.3672
"4099",4100,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,974,1.85714285714286,0.3896
"4100",4099,"\"HD\"",0.65,0.01,1,0,"\"von neumann_r=1\"","true",1000,952,1.85714285714286,0.3808
"4121",4109,"\"HD\"",0.65,0.01,1,0,"\"moore_r=3\"","true",1000,1121,1.85714285714286,0.4484
"4122",4123,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,862,1.94117647058824,0.3448
"4123",4110,"\"HD\"",0.65,0.01,1,0,"\"moore_r=3\"","true",1000,1144,1.85714285714286,0.4576
"4124",4124,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,907,1.94117647058824,0.3628
"4125",4125,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,921,1.94117647058824,0.3684
"4126",4126,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,870,1.94117647058824,0.348
"4127",4127,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,897,1.94117647058824,0.3588
"4128",4129,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,900,1.94117647058824,0.36
"4129",4128,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,863,1.94117647058824,0.3452
"4130",4130,"\"HD\"",0.66,0.01,1,0,"\"von neumann_r=1\"","true",1000,890,1.94117647058824,0.356
"4150",4139,"\"HD\"",0.66,0.01,1,0,"\"moore_r=3\"","true",1000,1099,1.94117647058824,0.4396
"4152",4154,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,854,2.03030303030303,0.3416
"4153",4153,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,876,2.03030303030303,0.3504
"4154",4140,"\"HD\"",0.66,0.01,1,0,"\"moore_r=3\"","true",1000,1085,1.94117647058824,0.434
"4155",4155,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,867,2.03030303030303,0.3468
"4156",4156,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,828,2.03030303030303,0.3312
"4157",4158,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,856,2.03030303030303,0.3424
"4158",4159,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,859,2.03030303030303,0.3436
"4159",4157,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,854,2.03030303030303,0.3416
"4160",4160,"\"HD\"",0.67,0.01,1,0,"\"von neumann_r=1\"","true",1000,872,2.03030303030303,0.3488
"4181",4184,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,813,2.125,0.3252
"4182",4170,"\"HD\"",0.67,0.01,1,0,"\"moore_r=3\"","true",1000,1082,2.03030303030303,0.4328
"4183",4169,"\"HD\"",0.67,0.01,1,0,"\"moore_r=3\"","true",1000,1081,2.03030303030303,0.4324
"4184",4183,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,822,2.125,0.3288
"4185",4186,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,819,2.125,0.3276
"4186",4185,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,815,2.125,0.326
"4187",4187,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,833,2.125,0.3332
"4188",4188,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,818,2.125,0.3272
"4189",4189,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,800,2.125,0.32
"4190",4190,"\"HD\"",0.68,0.01,1,0,"\"von neumann_r=1\"","true",1000,829,2.125,0.3316
"4211",4199,"\"HD\"",0.68,0.01,1,0,"\"moore_r=3\"","true",1000,1045,2.125,0.418
"4212",4213,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,794,2.2258064516129,0.3176
"4213",4200,"\"HD\"",0.68,0.01,1,0,"\"moore_r=3\"","true",1000,1045,2.125,0.418
"4214",4214,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,788,2.2258064516129,0.3152
"4215",4215,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,789,2.2258064516129,0.3156
"4216",4217,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,764,2.2258064516129,0.3056
"4217",4216,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,810,2.2258064516129,0.324
"4218",4218,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,790,2.2258064516129,0.316
"4219",4219,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,767,2.2258064516129,0.3068
"4220",4220,"\"HD\"",0.69,0.01,1,0,"\"von neumann_r=1\"","true",1000,766,2.2258064516129,0.3064
"4241",4243,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,729,2.33333333333333,0.2916
"4242",4229,"\"HD\"",0.69,0.01,1,0,"\"moore_r=3\"","true",1000,1039,2.2258064516129,0.4156
"4243",4244,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,717,2.33333333333333,0.2868
"4244",4230,"\"HD\"",0.69,0.01,1,0,"\"moore_r=3\"","true",1000,1039,2.2258064516129,0.4156
"4245",4246,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,736,2.33333333333333,0.2944
"4246",4247,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,752,2.33333333333333,0.3008
"4247",4245,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,709,2.33333333333333,0.2836
"4248",4248,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,729,2.33333333333333,0.2916
"4249",4249,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,781,2.33333333333333,0.3124
"4250",4250,"\"HD\"",0.7,0.01,1,0,"\"von neumann_r=1\"","true",1000,741,2.33333333333333,0.2964
"4271",4273,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,705,2.44827586206897,0.282
"4272",4260,"\"HD\"",0.7,0.01,1,0,"\"moore_r=3\"","true",1000,1006,2.33333333333333,0.4024
"4273",4259,"\"HD\"",0.7,0.01,1,0,"\"moore_r=3\"","true",1000,982,2.33333333333333,0.3928
"4274",4274,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,682,2.44827586206897,0.2728
"4275",4275,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,721,2.44827586206897,0.2884
"4276",4276,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,687,2.44827586206897,0.2748
"4277",4277,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,690,2.44827586206897,0.276
"4278",4278,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,714,2.44827586206897,0.2856
"4279",4280,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,703,2.44827586206897,0.2812
"4280",4279,"\"HD\"",0.71,0.01,1,0,"\"von neumann_r=1\"","true",1000,682,2.44827586206897,0.2728
"4299",4301,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,674,2.57142857142857,0.2696
"4302",4303,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,654,2.57142857142857,0.2616
"4303",4290,"\"HD\"",0.71,0.01,1,0,"\"moore_r=3\"","true",1000,963,2.44827586206897,0.3852
"4304",4304,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,665,2.57142857142857,0.266
"4305",4305,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,642,2.57142857142857,0.2568
"4306",4306,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,654,2.57142857142857,0.2616
"4307",4307,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,690,2.57142857142857,0.276
"4308",4309,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,687,2.57142857142857,0.2748
"4309",4310,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,629,2.57142857142857,0.2516
"4310",4308,"\"HD\"",0.72,0.01,1,0,"\"von neumann_r=1\"","true",1000,633,2.57142857142857,0.2532
"4330",4332,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,598,2.7037037037037,0.2392
"4331",4331,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,572,2.7037037037037,0.2288
"4332",4333,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,569,2.7037037037037,0.2276
"4334",4335,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,576,2.7037037037037,0.2304
"4335",4320,"\"HD\"",0.72,0.01,1,0,"\"moore_r=3\"","true",1000,935,2.57142857142857,0.374
"4336",4336,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,646,2.7037037037037,0.2584
"4337",4337,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,622,2.7037037037037,0.2488
"4338",4339,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,588,2.7037037037037,0.2352
"4339",4338,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,615,2.7037037037037,0.246
"4340",4340,"\"HD\"",0.73,0.01,1,0,"\"von neumann_r=1\"","true",1000,596,2.7037037037037,0.2384
"4361",4363,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,522,2.84615384615385,0.2088
"4362",4365,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,516,2.84615384615385,0.2064
"4363",4349,"\"HD\"",0.73,0.01,1,0,"\"moore_r=3\"","true",1000,895,2.7037037037037,0.358
"4364",4364,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,519,2.84615384615385,0.2076
"4365",4350,"\"HD\"",0.73,0.01,1,0,"\"moore_r=3\"","true",1000,912,2.7037037037037,0.3648
"4366",4366,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,501,2.84615384615385,0.2004
"4367",4367,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,524,2.84615384615385,0.2096
"4368",4368,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,491,2.84615384615385,0.1964
"4369",4369,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,556,2.84615384615385,0.2224
"4370",4370,"\"HD\"",0.74,0.01,1,0,"\"von neumann_r=1\"","true",1000,539,2.84615384615385,0.2156
"4389",4391,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,443,3,0.1772
"4391",4394,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,445,3,0.178
"4393",4393,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,424,3,0.1696
"4394",4380,"\"HD\"",0.74,0.01,1,0,"\"moore_r=3\"","true",1000,871,2.84615384615385,0.3484
"4395",4395,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,379,3,0.1516
"4396",4396,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,440,3,0.176
"4397",4398,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,438,3,0.1752
"4398",4397,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,406,3,0.1624
"4399",4399,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,368,3,0.1472
"4400",4400,"\"HD\"",0.75,0.01,1,0,"\"von neumann_r=1\"","true",1000,461,3,0.1844
"4421",4409,"\"HD\"",0.75,0.01,1,0,"\"moore_r=3\"","true",1000,852,3,0.3408
"4422",4423,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,354,3.16666666666667,0.1416
"4423",4424,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,390,3.16666666666667,0.156
"4424",4425,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,365,3.16666666666667,0.146
"4425",4410,"\"HD\"",0.75,0.01,1,0,"\"moore_r=3\"","true",1000,845,3,0.338
"4426",4426,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,390,3.16666666666667,0.156
"4427",4427,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,317,3.16666666666667,0.1268
"4428",4428,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,351,3.16666666666667,0.1404
"4429",4429,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,313,3.16666666666667,0.1252
"4430",4430,"\"HD\"",0.76,0.01,1,0,"\"von neumann_r=1\"","true",1000,365,3.16666666666667,0.146
"4451",4439,"\"HD\"",0.76,0.01,1,0,"\"moore_r=3\"","true",1000,801,3.16666666666667,0.3204
"4452",4453,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,290,3.34782608695652,0.116
"4453",4455,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,252,3.34782608695652,0.1008
"4454",4440,"\"HD\"",0.76,0.01,1,0,"\"moore_r=3\"","true",1000,805,3.16666666666667,0.322
"4455",4454,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,296,3.34782608695652,0.1184
"4456",4456,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,268,3.34782608695652,0.1072
"4457",4457,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,338,3.34782608695652,0.1352
"4458",4458,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,265,3.34782608695652,0.106
"4459",4460,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,249,3.34782608695652,0.0996
"4460",4459,"\"HD\"",0.77,0.01,1,0,"\"von neumann_r=1\"","true",1000,231,3.34782608695652,0.0924
"4481",4469,"\"HD\"",0.77,0.01,1,0,"\"moore_r=3\"","true",1000,772,3.34782608695652,0.3088
"4482",4483,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,209,3.54545454545455,0.0836
"4483",4484,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,246,3.54545454545455,0.0984
"4484",4470,"\"HD\"",0.77,0.01,1,0,"\"moore_r=3\"","true",1000,770,3.34782608695652,0.308
"4485",4485,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,235,3.54545454545455,0.094
"4486",4486,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,205,3.54545454545455,0.082
