"X.run.number.","game","cost","initial_propD","benefit","baseline_fitness","neighborhood","play_spatial","X.step.","count.patches.with..strategy_current....C..","r","freq_c"
"3108",3108,"\"HD\"",0.32,0.01,1,0,"\"von neumann_r=1\"","true",1000,2468,0.470588235294118,0.9872
"3109",3109,"\"HD\"",0.32,0.01,1,0,"\"von neumann_r=1\"","true",1000,2478,0.470588235294118,0.9912
"3110",3110,"\"HD\"",0.32,0.01,1,0,"\"von neumann_r=1\"","true",1000,2455,0.470588235294118,0.982
"3131",3132,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2459,0.492537313432836,0.9836
"3132",3133,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2465,0.492537313432836,0.986
"3133",3120,"\"HD\"",0.32,0.01,1,0,"\"moore_r=3\"","true",1000,1888,0.470588235294118,0.7552
"3134",3134,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2409,0.492537313432836,0.9636
"3135",3136,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2445,0.492537313432836,0.978
"3136",3135,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2423,0.492537313432836,0.9692
"3137",3137,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2413,0.492537313432836,0.9652
"3138",3138,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2445,0.492537313432836,0.978
"3139",3139,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2441,0.492537313432836,0.9764
"3140",3140,"\"HD\"",0.33,0.01,1,0,"\"von neumann_r=1\"","true",1000,2458,0.492537313432836,0.9832
"3161",3149,"\"HD\"",0.33,0.01,1,0,"\"moore_r=3\"","true",1000,1865,0.492537313432836,0.746
"3162",3150,"\"HD\"",0.33,0.01,1,0,"\"moore_r=3\"","true",1000,1847,0.492537313432836,0.7388
"3163",3163,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2401,0.515151515151515,0.9604
"3164",3165,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2418,0.515151515151515,0.9672
"3165",3164,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2430,0.515151515151515,0.972
"3166",3166,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2420,0.515151515151515,0.968
"3167",3167,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2421,0.515151515151515,0.9684
"3168",3168,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2416,0.515151515151515,0.9664
"3169",3169,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2424,0.515151515151515,0.9696
"3170",3170,"\"HD\"",0.34,0.01,1,0,"\"von neumann_r=1\"","true",1000,2434,0.515151515151515,0.9736
"3190",3191,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2376,0.538461538461538,0.9504
"3192",3193,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2359,0.538461538461538,0.9436
"3193",3194,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2397,0.538461538461538,0.9588
"3194",3180,"\"HD\"",0.34,0.01,1,0,"\"moore_r=3\"","true",1000,1828,0.515151515151515,0.7312
"3195",3195,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2358,0.538461538461538,0.9432
"3196",3196,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2383,0.538461538461538,0.9532
"3197",3199,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2400,0.538461538461538,0.96
"3198",3198,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2413,0.538461538461538,0.9652
"3199",3197,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2354,0.538461538461538,0.9416
"3200",3200,"\"HD\"",0.35,0.01,1,0,"\"von neumann_r=1\"","true",1000,2329,0.538461538461538,0.9316
"3221",3209,"\"HD\"",0.35,0.01,1,0,"\"moore_r=3\"","true",1000,1802,0.538461538461538,0.7208
"3222",3224,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2396,0.5625,0.9584
"3223",3223,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2347,0.5625,0.9388
"3224",3225,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2382,0.5625,0.9528
"3225",3210,"\"HD\"",0.35,0.01,1,0,"\"moore_r=3\"","true",1000,1820,0.538461538461538,0.728
"3226",3226,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2345,0.5625,0.938
"3227",3227,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2306,0.5625,0.9224
"3228",3228,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2372,0.5625,0.9488
"3229",3230,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2377,0.5625,0.9508
"3230",3229,"\"HD\"",0.36,0.01,1,0,"\"von neumann_r=1\"","true",1000,2341,0.5625,0.9364
"3251",3239,"\"HD\"",0.36,0.01,1,0,"\"moore_r=3\"","true",1000,1796,0.5625,0.7184
"3252",3253,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2272,0.587301587301587,0.9088
"3253",3254,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2347,0.587301587301587,0.9388
"3254",3240,"\"HD\"",0.36,0.01,1,0,"\"moore_r=3\"","true",1000,1815,0.5625,0.726
"3255",3255,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2364,0.587301587301587,0.9456
"3256",3256,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2153,0.587301587301587,0.8612
"3257",3257,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2346,0.587301587301587,0.9384
"3258",3259,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2315,0.587301587301587,0.926
"3259",3258,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2331,0.587301587301587,0.9324
"3260",3260,"\"HD\"",0.37,0.01,1,0,"\"von neumann_r=1\"","true",1000,2300,0.587301587301587,0.92
"3281",3269,"\"HD\"",0.37,0.01,1,0,"\"moore_r=3\"","true",1000,1780,0.587301587301587,0.712
"3282",3282,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2332,0.612903225806452,0.9328
"3283",3270,"\"HD\"",0.37,0.01,1,0,"\"moore_r=3\"","true",1000,1782,0.587301587301587,0.7128
"3284",3284,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2248,0.612903225806452,0.8992
"3285",3285,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2224,0.612903225806452,0.8896
"3286",3286,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2115,0.612903225806452,0.846
"3287",3287,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2163,0.612903225806452,0.8652
"3288",3289,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2236,0.612903225806452,0.8944
"3289",3288,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2162,0.612903225806452,0.8648
"3290",3290,"\"HD\"",0.38,0.01,1,0,"\"von neumann_r=1\"","true",1000,2247,0.612903225806452,0.8988
"3309",3311,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2181,0.639344262295082,0.8724
"3312",3313,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2088,0.639344262295082,0.8352
"3313",3300,"\"HD\"",0.38,0.01,1,0,"\"moore_r=3\"","true",1000,1754,0.612903225806452,0.7016
"3314",3315,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2086,0.639344262295082,0.8344
"3315",3314,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2198,0.639344262295082,0.8792
"3316",3316,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2104,0.639344262295082,0.8416
"3317",3317,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2164,0.639344262295082,0.8656
"3318",3318,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,1993,0.639344262295082,0.7972
"3319",3320,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2275,0.639344262295082,0.91
"3320",3319,"\"HD\"",0.39,0.01,1,0,"\"von neumann_r=1\"","true",1000,2177,0.639344262295082,0.8708
"3341",3330,"\"HD\"",0.39,0.01,1,0,"\"moore_r=3\"","true",1000,1723,0.639344262295082,0.6892
"3342",3329,"\"HD\"",0.39,0.01,1,0,"\"moore_r=3\"","true",1000,1736,0.639344262295082,0.6944
"3343",3344,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2025,0.666666666666667,0.81
"3344",3343,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2380,0.666666666666667,0.952
"3345",3345,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2210,0.666666666666667,0.884
"3346",3346,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2131,0.666666666666667,0.8524
"3347",3347,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2279,0.666666666666667,0.9116
"3348",3349,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2070,0.666666666666667,0.828
"3349",3348,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2255,0.666666666666667,0.902
"3350",3350,"\"HD\"",0.4,0.01,1,0,"\"von neumann_r=1\"","true",1000,2208,0.666666666666667,0.8832
"3371",3373,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1762,0.694915254237288,0.7048
"3372",3359,"\"HD\"",0.4,0.01,1,0,"\"moore_r=3\"","true",1000,1724,0.666666666666667,0.6896
"3373",3374,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1763,0.694915254237288,0.7052
"3374",3360,"\"HD\"",0.4,0.01,1,0,"\"moore_r=3\"","true",1000,1723,0.666666666666667,0.6892
"3375",3376,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1688,0.694915254237288,0.6752
"3376",3375,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1781,0.694915254237288,0.7124
"3377",3378,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1753,0.694915254237288,0.7012
"3378",3377,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1687,0.694915254237288,0.6748
"3379",3379,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1688,0.694915254237288,0.6752
"3380",3380,"\"HD\"",0.41,0.01,1,0,"\"von neumann_r=1\"","true",1000,1786,0.694915254237288,0.7144
"3401",3389,"\"HD\"",0.41,0.01,1,0,"\"moore_r=3\"","true",1000,1701,0.694915254237288,0.6804
"3402",3403,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1604,0.724137931034483,0.6416
"3403",3390,"\"HD\"",0.41,0.01,1,0,"\"moore_r=3\"","true",1000,1703,0.694915254237288,0.6812
"3404",3404,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1645,0.724137931034483,0.658
"3405",3405,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1672,0.724137931034483,0.6688
"3406",3407,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1631,0.724137931034483,0.6524
"3407",3408,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1635,0.724137931034483,0.654
"3408",3406,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1609,0.724137931034483,0.6436
"3409",3409,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1609,0.724137931034483,0.6436
"3410",3410,"\"HD\"",0.42,0.01,1,0,"\"von neumann_r=1\"","true",1000,1678,0.724137931034483,0.6712
"3431",3419,"\"HD\"",0.42,0.01,1,0,"\"moore_r=3\"","true",1000,1667,0.724137931034483,0.6668
"3432",3433,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1639,0.754385964912281,0.6556
"3433",3434,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1593,0.754385964912281,0.6372
"3434",3420,"\"HD\"",0.42,0.01,1,0,"\"moore_r=3\"","true",1000,1680,0.724137931034483,0.672
"3435",3435,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1634,0.754385964912281,0.6536
"3436",3436,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1598,0.754385964912281,0.6392
"3437",3437,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1570,0.754385964912281,0.628
"3438",3439,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1586,0.754385964912281,0.6344
"3439",3438,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1611,0.754385964912281,0.6444
"3440",3440,"\"HD\"",0.43,0.01,1,0,"\"von neumann_r=1\"","true",1000,1644,0.754385964912281,0.6576
"3461",3450,"\"HD\"",0.43,0.01,1,0,"\"moore_r=3\"","true",1000,1656,0.754385964912281,0.6624
"3462",3449,"\"HD\"",0.43,0.01,1,0,"\"moore_r=3\"","true",1000,1652,0.754385964912281,0.6608
"3463",3463,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1581,0.785714285714286,0.6324
"3464",3465,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1576,0.785714285714286,0.6304
"3465",3464,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1564,0.785714285714286,0.6256
"3466",3466,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1566,0.785714285714286,0.6264
"3467",3467,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1599,0.785714285714286,0.6396
"3468",3468,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1601,0.785714285714286,0.6404
"3469",3470,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1584,0.785714285714286,0.6336
"3470",3469,"\"HD\"",0.44,0.01,1,0,"\"von neumann_r=1\"","true",1000,1560,0.785714285714286,0.624
"3491",3479,"\"HD\"",0.44,0.01,1,0,"\"moore_r=3\"","true",1000,1653,0.785714285714286,0.6612
"3492",3493,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1560,0.818181818181818,0.624
"3493",3480,"\"HD\"",0.44,0.01,1,0,"\"moore_r=3\"","true",1000,1625,0.785714285714286,0.65
"3494",3495,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1558,0.818181818181818,0.6232
"3495",3494,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1522,0.818181818181818,0.6088
"3496",3496,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1582,0.818181818181818,0.6328
"3497",3497,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1554,0.818181818181818,0.6216
"3498",3498,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1557,0.818181818181818,0.6228
"3499",3500,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1543,0.818181818181818,0.6172
"3500",3499,"\"HD\"",0.45,0.01,1,0,"\"von neumann_r=1\"","true",1000,1531,0.818181818181818,0.6124
"3521",3509,"\"HD\"",0.45,0.01,1,0,"\"moore_r=3\"","true",1000,1607,0.818181818181818,0.6428
"3522",3523,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1529,0.851851851851852,0.6116
"3523",3524,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1544,0.851851851851852,0.6176
"3524",3525,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1496,0.851851851851852,0.5984
"3525",3510,"\"HD\"",0.45,0.01,1,0,"\"moore_r=3\"","true",1000,1612,0.818181818181818,0.6448
"3526",3526,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1540,0.851851851851852,0.616
"3527",3528,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1520,0.851851851851852,0.608
"3528",3529,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1541,0.851851851851852,0.6164
"3529",3527,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1518,0.851851851851852,0.6072
"3530",3530,"\"HD\"",0.46,0.01,1,0,"\"von neumann_r=1\"","true",1000,1493,0.851851851851852,0.5972
"3551",3539,"\"HD\"",0.46,0.01,1,0,"\"moore_r=3\"","true",1000,1595,0.851851851851852,0.638
"3552",3554,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1494,0.886792452830189,0.5976
"3553",3553,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1487,0.886792452830189,0.5948
"3554",3555,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1494,0.886792452830189,0.5976
"3555",3540,"\"HD\"",0.46,0.01,1,0,"\"moore_r=3\"","true",1000,1590,0.851851851851852,0.636
"3556",3556,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1485,0.886792452830189,0.594
"3557",3558,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1480,0.886792452830189,0.592
"3558",3559,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1497,0.886792452830189,0.5988
"3559",3557,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1488,0.886792452830189,0.5952
"3560",3560,"\"HD\"",0.47,0.01,1,0,"\"von neumann_r=1\"","true",1000,1506,0.886792452830189,0.6024
"3581",3582,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1479,0.923076923076923,0.5916
"3582",3583,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1491,0.923076923076923,0.5964
"3583",3570,"\"HD\"",0.47,0.01,1,0,"\"moore_r=3\"","true",1000,1569,0.886792452830189,0.6276
"3584",3584,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1492,0.923076923076923,0.5968
"3585",3585,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1510,0.923076923076923,0.604
"3586",3587,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1494,0.923076923076923,0.5976
"3587",3586,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1457,0.923076923076923,0.5828
"3588",3588,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1476,0.923076923076923,0.5904
"3589",3589,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1481,0.923076923076923,0.5924
"3590",3590,"\"HD\"",0.48,0.01,1,0,"\"von neumann_r=1\"","true",1000,1466,0.923076923076923,0.5864
"3611",3599,"\"HD\"",0.48,0.01,1,0,"\"moore_r=3\"","true",1000,1547,0.923076923076923,0.6188
"3612",3613,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1450,0.96078431372549,0.58
"3613",3614,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1434,0.96078431372549,0.5736
"3614",3615,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1467,0.96078431372549,0.5868
"3615",3600,"\"HD\"",0.48,0.01,1,0,"\"moore_r=3\"","true",1000,1553,0.923076923076923,0.6212
"3616",3616,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1447,0.96078431372549,0.5788
"3617",3617,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1432,0.96078431372549,0.5728
"3618",3618,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1459,0.96078431372549,0.5836
"3619",3619,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1477,0.96078431372549,0.5908
"3620",3620,"\"HD\"",0.49,0.01,1,0,"\"von neumann_r=1\"","true",1000,1441,0.96078431372549,0.5764
"3641",3642,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1389,1,0.5556
"3642",3630,"\"HD\"",0.49,0.01,1,0,"\"moore_r=3\"","true",1000,1527,0.96078431372549,0.6108
"3643",3643,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1417,1,0.5668
"3644",3644,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1393,1,0.5572
"3645",3646,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1439,1,0.5756
"3646",3645,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1398,1,0.5592
"3647",3648,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1438,1,0.5752
"3648",3647,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1417,1,0.5668
"3649",3649,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1452,1,0.5808
"3650",3650,"\"HD\"",0.5,0.01,1,0,"\"von neumann_r=1\"","true",1000,1458,1,0.5832
"3670",3659,"\"HD\"",0.5,0.01,1,0,"\"moore_r=3\"","true",1000,1514,1,0.6056
"3672",3673,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1405,1.04081632653061,0.562
"3673",3674,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1384,1.04081632653061,0.5536
"3674",3660,"\"HD\"",0.5,0.01,1,0,"\"moore_r=3\"","true",1000,1496,1,0.5984
"3675",3675,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1358,1.04081632653061,0.5432
"3676",3676,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1419,1.04081632653061,0.5676
"3677",3677,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1410,1.04081632653061,0.564
"3678",3678,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1402,1.04081632653061,0.5608
"3679",3680,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1377,1.04081632653061,0.5508
"3680",3679,"\"HD\"",0.51,0.01,1,0,"\"von neumann_r=1\"","true",1000,1397,1.04081632653061,0.5588
"3701",3689,"\"HD\"",0.51,0.01,1,0,"\"moore_r=3\"","true",1000,1491,1.04081632653061,0.5964
"3702",3690,"\"HD\"",0.51,0.01,1,0,"\"moore_r=3\"","true",1000,1488,1.04081632653061,0.5952
"3703",3703,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1336,1.08333333333333,0.5344
"3704",3705,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1418,1.08333333333333,0.5672
"3705",3704,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1378,1.08333333333333,0.5512
"3706",3706,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1353,1.08333333333333,0.5412
"3707",3708,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1356,1.08333333333333,0.5424
"3708",3707,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1389,1.08333333333333,0.5556
"3709",3709,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1414,1.08333333333333,0.5656
"3710",3710,"\"HD\"",0.52,0.01,1,0,"\"von neumann_r=1\"","true",1000,1369,1.08333333333333,0.5476
"3731",3719,"\"HD\"",0.52,0.01,1,0,"\"moore_r=3\"","true",1000,1461,1.08333333333333,0.5844
"3732",3734,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1374,1.12765957446809,0.5496
"3733",3735,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1378,1.12765957446809,0.5512
"3734",3733,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1338,1.12765957446809,0.5352
"3735",3720,"\"HD\"",0.52,0.01,1,0,"\"moore_r=3\"","true",1000,1463,1.08333333333333,0.5852
"3736",3736,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1347,1.12765957446809,0.5388
"3737",3737,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1385,1.12765957446809,0.554
"3738",3739,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1366,1.12765957446809,0.5464
"3739",3738,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1345,1.12765957446809,0.538
"3740",3740,"\"HD\"",0.53,0.01,1,0,"\"von neumann_r=1\"","true",1000,1355,1.12765957446809,0.542
"3761",3749,"\"HD\"",0.53,0.01,1,0,"\"moore_r=3\"","true",1000,1430,1.12765957446809,0.572
"3762",3763,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1351,1.17391304347826,0.5404
"3763",3764,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1334,1.17391304347826,0.5336
"3764",3765,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1328,1.17391304347826,0.5312
"3765",3750,"\"HD\"",0.53,0.01,1,0,"\"moore_r=3\"","true",1000,1454,1.12765957446809,0.5816
"3766",3768,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1335,1.17391304347826,0.534
"3767",3767,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1311,1.17391304347826,0.5244
"3768",3766,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1327,1.17391304347826,0.5308
"3769",3769,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1324,1.17391304347826,0.5296
"3770",3770,"\"HD\"",0.54,0.01,1,0,"\"von neumann_r=1\"","true",1000,1332,1.17391304347826,0.5328
"3791",3779,"\"HD\"",0.54,0.01,1,0,"\"moore_r=3\"","true",1000,1411,1.17391304347826,0.5644
"3792",3793,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1294,1.22222222222222,0.5176
"3793",3794,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1297,1.22222222222222,0.5188
"3794",3780,"\"HD\"",0.54,0.01,1,0,"\"moore_r=3\"","true",1000,1420,1.17391304347826,0.568
"3795",3795,"\"HD\"",0.55,0.01,1,0,"\"von neumann_r=1\"","true",1000,1324,1.22222222222222,0.5296
