"BehaviorSpace results (NetLogo 5.1.0)"
"task2.nlogo"
"PDneighborhood"
"12/20/2014 16:08:58:976 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","game","cost","initial_propD","benefit","baseline_fitness","neighborhood","play_spatial","[step]","count patches with [strategy_current = ""C""] / count patches"
"355","""PD""","0.39","0.01","1","0","""von neumann_r=1""","true","198","0"
"351","""PD""","0.38","0.01","1","0","""moore_r=3""","true","75","0"
"357","""PD""","0.39","0.01","1","0","""von neumann_r=1""","true","167","0"
"349","""PD""","0.38","0.01","1","0","""moore_r=3""","true","100","0"
"356","""PD""","0.39","0.01","1","0","""von neumann_r=1""","true","196","0"
"361","""PD""","0.4","0.01","1","0","""moore_r=1""","true","120","0"
"362","""PD""","0.4","0.01","1","0","""moore_r=1""","true","141","0"
"363","""PD""","0.4","0.01","1","0","""moore_r=1""","true","155","0"
"360","""PD""","0.39","0.01","1","0","""moore_r=3""","true","60","0"
"358","""PD""","0.39","0.01","1","0","""moore_r=3""","true","72","0"
"359","""PD""","0.39","0.01","1","0","""moore_r=3""","true","68","0"
"364","""PD""","0.4","0.01","1","0","""von neumann_r=1""","true","141","0"
"365","""PD""","0.4","0.01","1","0","""von neumann_r=1""","true","154","0"
"366","""PD""","0.4","0.01","1","0","""von neumann_r=1""","true","197","0"
"370","""PD""","0.41","0.01","1","0","""moore_r=1""","true","125","0"
"371","""PD""","0.41","0.01","1","0","""moore_r=1""","true","117","0"
"372","""PD""","0.41","0.01","1","0","""moore_r=1""","true","119","0"
"367","""PD""","0.4","0.01","1","0","""moore_r=3""","true","61","0"
"373","""PD""","0.41","0.01","1","0","""von neumann_r=1""","true","150","0"
"374","""PD""","0.41","0.01","1","0","""von neumann_r=1""","true","206","0"
"375","""PD""","0.41","0.01","1","0","""von neumann_r=1""","true","183","0"
"369","""PD""","0.4","0.01","1","0","""moore_r=3""","true","77","0"
"368","""PD""","0.4","0.01","1","0","""moore_r=3""","true","80","0"
"379","""PD""","0.42","0.01","1","0","""moore_r=1""","true","109","0"
"380","""PD""","0.42","0.01","1","0","""moore_r=1""","true","135","0"
"376","""PD""","0.41","0.01","1","0","""moore_r=3""","true","48","0"
"381","""PD""","0.42","0.01","1","0","""moore_r=1""","true","105","0"
"382","""PD""","0.42","0.01","1","0","""von neumann_r=1""","true","239","0"
"383","""PD""","0.42","0.01","1","0","""von neumann_r=1""","true","152","0"
"378","""PD""","0.41","0.01","1","0","""moore_r=3""","true","69","0"
"377","""PD""","0.41","0.01","1","0","""moore_r=3""","true","76","0"
"384","""PD""","0.42","0.01","1","0","""von neumann_r=1""","true","203","0"
"388","""PD""","0.43","0.01","1","0","""moore_r=1""","true","102","0"
"389","""PD""","0.43","0.01","1","0","""moore_r=1""","true","143","0"
"390","""PD""","0.43","0.01","1","0","""moore_r=1""","true","124","0"
"387","""PD""","0.42","0.01","1","0","""moore_r=3""","true","48","0"
"391","""PD""","0.43","0.01","1","0","""von neumann_r=1""","true","158","0"
"392","""PD""","0.43","0.01","1","0","""von neumann_r=1""","true","149","0"
"386","""PD""","0.42","0.01","1","0","""moore_r=3""","true","70","0"
"393","""PD""","0.43","0.01","1","0","""von neumann_r=1""","true","152","0"
"385","""PD""","0.42","0.01","1","0","""moore_r=3""","true","79","0"
"397","""PD""","0.44","0.01","1","0","""moore_r=1""","true","133","0"
"398","""PD""","0.44","0.01","1","0","""moore_r=1""","true","90","0"
"396","""PD""","0.43","0.01","1","0","""moore_r=3""","true","42","0"
"399","""PD""","0.44","0.01","1","0","""moore_r=1""","true","93","0"
"394","""PD""","0.43","0.01","1","0","""moore_r=3""","true","58","0"
"400","""PD""","0.44","0.01","1","0","""von neumann_r=1""","true","161","0"
"395","""PD""","0.43","0.01","1","0","""moore_r=3""","true","59","0"
"401","""PD""","0.44","0.01","1","0","""von neumann_r=1""","true","123","0"
"402","""PD""","0.44","0.01","1","0","""von neumann_r=1""","true","131","0"
"406","""PD""","0.45","0.01","1","0","""moore_r=1""","true","117","0"
"407","""PD""","0.45","0.01","1","0","""moore_r=1""","true","115","0"
"408","""PD""","0.45","0.01","1","0","""moore_r=1""","true","140","0"
"404","""PD""","0.44","0.01","1","0","""moore_r=3""","true","51","0"
"403","""PD""","0.44","0.01","1","0","""moore_r=3""","true","53","0"
"405","""PD""","0.44","0.01","1","0","""moore_r=3""","true","59","0"
"409","""PD""","0.45","0.01","1","0","""von neumann_r=1""","true","128","0"
"411","""PD""","0.45","0.01","1","0","""von neumann_r=1""","true","131","0"
"410","""PD""","0.45","0.01","1","0","""von neumann_r=1""","true","146","0"
"415","""PD""","0.46","0.01","1","0","""moore_r=1""","true","90","0"
"416","""PD""","0.46","0.01","1","0","""moore_r=1""","true","120","0"
"417","""PD""","0.46","0.01","1","0","""moore_r=1""","true","102","0"
"414","""PD""","0.45","0.01","1","0","""moore_r=3""","true","48","0"
"413","""PD""","0.45","0.01","1","0","""moore_r=3""","true","59","0"
"418","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","147","0"
"412","""PD""","0.45","0.01","1","0","""moore_r=3""","true","62","0"
"419","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","143","0"
"420","""PD""","0.46","0.01","1","0","""von neumann_r=1""","true","175","0"
"424","""PD""","0.47","0.01","1","0","""moore_r=1""","true","80","0"
"425","""PD""","0.47","0.01","1","0","""moore_r=1""","true","149","0"
"421","""PD""","0.46","0.01","1","0","""moore_r=3""","true","43","0"
"426","""PD""","0.47","0.01","1","0","""moore_r=1""","true","98","0"
"423","""PD""","0.46","0.01","1","0","""moore_r=3""","true","51","0"
"422","""PD""","0.46","0.01","1","0","""moore_r=3""","true","52","0"
"427","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","163","0"
"428","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","130","0"
"429","""PD""","0.47","0.01","1","0","""von neumann_r=1""","true","105","0"
"433","""PD""","0.48","0.01","1","0","""moore_r=1""","true","87","0"
"434","""PD""","0.48","0.01","1","0","""moore_r=1""","true","86","0"
"435","""PD""","0.48","0.01","1","0","""moore_r=1""","true","92","0"
"432","""PD""","0.47","0.01","1","0","""moore_r=3""","true","37","0"
"436","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","111","0"
"430","""PD""","0.47","0.01","1","0","""moore_r=3""","true","45","0"
"437","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","124","0"
"431","""PD""","0.47","0.01","1","0","""moore_r=3""","true","54","0"
"438","""PD""","0.48","0.01","1","0","""von neumann_r=1""","true","169","0"
"442","""PD""","0.49","0.01","1","0","""moore_r=1""","true","132","0"
"443","""PD""","0.49","0.01","1","0","""moore_r=1""","true","70","0"
"444","""PD""","0.49","0.01","1","0","""moore_r=1""","true","101","0"
"439","""PD""","0.48","0.01","1","0","""moore_r=3""","true","44","0"
"445","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","138","0"
"446","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","109","0"
"441","""PD""","0.48","0.01","1","0","""moore_r=3""","true","51","0"
"447","""PD""","0.49","0.01","1","0","""von neumann_r=1""","true","130","0"
"440","""PD""","0.48","0.01","1","0","""moore_r=3""","true","67","0"
"451","""PD""","0.5","0.01","1","0","""moore_r=1""","true","97","0"
"452","""PD""","0.5","0.01","1","0","""moore_r=1""","true","115","0"
"448","""PD""","0.49","0.01","1","0","""moore_r=3""","true","42","0"
"449","""PD""","0.49","0.01","1","0","""moore_r=3""","true","42","0"
"453","""PD""","0.5","0.01","1","0","""moore_r=1""","true","81","0"
"454","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","114","0"
"450","""PD""","0.49","0.01","1","0","""moore_r=3""","true","51","0"
"456","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","110","0"
"455","""PD""","0.5","0.01","1","0","""von neumann_r=1""","true","145","0"
"460","""PD""","0.51","0.01","1","0","""moore_r=1""","true","105","0"
"461","""PD""","0.51","0.01","1","0","""moore_r=1""","true","117","0"
"462","""PD""","0.51","0.01","1","0","""moore_r=1""","true","97","0"
"459","""PD""","0.5","0.01","1","0","""moore_r=3""","true","38","0"
"458","""PD""","0.5","0.01","1","0","""moore_r=3""","true","46","0"
"463","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","122","0"
"457","""PD""","0.5","0.01","1","0","""moore_r=3""","true","52","0"
"464","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","174","0"
"465","""PD""","0.51","0.01","1","0","""von neumann_r=1""","true","157","0"
"469","""PD""","0.52","0.01","1","0","""moore_r=1""","true","91","0"
"470","""PD""","0.52","0.01","1","0","""moore_r=1""","true","91","0"
"471","""PD""","0.52","0.01","1","0","""moore_r=1""","true","79","0"
"472","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","108","0"
"466","""PD""","0.51","0.01","1","0","""moore_r=3""","true","51","0"
"468","""PD""","0.51","0.01","1","0","""moore_r=3""","true","44","0"
"467","""PD""","0.51","0.01","1","0","""moore_r=3""","true","53","0"
"473","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","86","0"
"474","""PD""","0.52","0.01","1","0","""von neumann_r=1""","true","142","0"
"478","""PD""","0.53","0.01","1","0","""moore_r=1""","true","118","0"
"475","""PD""","0.52","0.01","1","0","""moore_r=3""","true","31","0"
"479","""PD""","0.53","0.01","1","0","""moore_r=1""","true","73","0"
"480","""PD""","0.53","0.01","1","0","""moore_r=1""","true","121","0"
"481","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","169","0"
"482","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","119","0"
"476","""PD""","0.52","0.01","1","0","""moore_r=3""","true","53","0"
"477","""PD""","0.52","0.01","1","0","""moore_r=3""","true","56","0"
"483","""PD""","0.53","0.01","1","0","""von neumann_r=1""","true","111","0"
"487","""PD""","0.54","0.01","1","0","""moore_r=1""","true","71","0"
"488","""PD""","0.54","0.01","1","0","""moore_r=1""","true","71","0"
"489","""PD""","0.54","0.01","1","0","""moore_r=1""","true","72","0"
"490","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","87","0"
"491","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","96","0"
"492","""PD""","0.54","0.01","1","0","""von neumann_r=1""","true","90","0"
"485","""PD""","0.53","0.01","1","0","""moore_r=3""","true","54","0"
"484","""PD""","0.53","0.01","1","0","""moore_r=3""","true","55","0"
"486","""PD""","0.53","0.01","1","0","""moore_r=3""","true","64","0"
"496","""PD""","0.55","0.01","1","0","""moore_r=1""","true","69","0"
"497","""PD""","0.55","0.01","1","0","""moore_r=1""","true","60","0"
"493","""PD""","0.54","0.01","1","0","""moore_r=3""","true","31","0"
"498","""PD""","0.55","0.01","1","0","""moore_r=1""","true","63","0"
"494","""PD""","0.54","0.01","1","0","""moore_r=3""","true","35","0"
"495","""PD""","0.54","0.01","1","0","""moore_r=3""","true","40","0"
"500","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","116","0"
"499","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","144","0"
"501","""PD""","0.55","0.01","1","0","""von neumann_r=1""","true","81","0"
"505","""PD""","0.56","0.01","1","0","""moore_r=1""","true","87","0"
"506","""PD""","0.56","0.01","1","0","""moore_r=1""","true","88","0"
"502","""PD""","0.55","0.01","1","0","""moore_r=3""","true","36","0"
"507","""PD""","0.56","0.01","1","0","""moore_r=1""","true","81","0"
"508","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","85","0"
"504","""PD""","0.55","0.01","1","0","""moore_r=3""","true","40","0"
"509","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","88","0"
"510","""PD""","0.56","0.01","1","0","""von neumann_r=1""","true","103","0"
"503","""PD""","0.55","0.01","1","0","""moore_r=3""","true","65","0"
"514","""PD""","0.57","0.01","1","0","""moore_r=1""","true","91","0"
"511","""PD""","0.56","0.01","1","0","""moore_r=3""","true","33","0"
"515","""PD""","0.57","0.01","1","0","""moore_r=1""","true","82","0"
"516","""PD""","0.57","0.01","1","0","""moore_r=1""","true","68","0"
"517","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","91","0"
"513","""PD""","0.56","0.01","1","0","""moore_r=3""","true","35","0"
"512","""PD""","0.56","0.01","1","0","""moore_r=3""","true","38","0"
"518","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","93","0"
"519","""PD""","0.57","0.01","1","0","""von neumann_r=1""","true","77","0"
"523","""PD""","0.58","0.01","1","0","""moore_r=1""","true","62","0"
"524","""PD""","0.58","0.01","1","0","""moore_r=1""","true","59","0"
"525","""PD""","0.58","0.01","1","0","""moore_r=1""","true","61","0"
"522","""PD""","0.57","0.01","1","0","""moore_r=3""","true","29","0"
"521","""PD""","0.57","0.01","1","0","""moore_r=3""","true","35","0"
"526","""PD""","0.58","0.01","1","0","""von neumann_r=1""","true","130","0"
"527","""PD""","0.58","0.01","1","0","""von neumann_r=1""","true","112","0"
"520","""PD""","0.57","0.01","1","0","""moore_r=3""","true","48","0"
"528","""PD""","0.58","0.01","1","0","""von neumann_r=1""","true","116","0"
"532","""PD""","0.59","0.01","1","0","""moore_r=1""","true","70","0"
"533","""PD""","0.59","0.01","1","0","""moore_r=1""","true","78","0"
"534","""PD""","0.59","0.01","1","0","""moore_r=1""","true","60","0"
"529","""PD""","0.58","0.01","1","0","""moore_r=3""","true","46","0"
"531","""PD""","0.58","0.01","1","0","""moore_r=3""","true","36","0"
"535","""PD""","0.59","0.01","1","0","""von neumann_r=1""","true","81","0"
"536","""PD""","0.59","0.01","1","0","""von neumann_r=1""","true","85","0"
"537","""PD""","0.59","0.01","1","0","""von neumann_r=1""","true","85","0"
"530","""PD""","0.58","0.01","1","0","""moore_r=3""","true","55","0"
"541","""PD""","0.6","0.01","1","0","""moore_r=1""","true","75","0"
"542","""PD""","0.6","0.01","1","0","""moore_r=1""","true","55","0"
"538","""PD""","0.59","0.01","1","0","""moore_r=3""","true","32","0"
"543","""PD""","0.6","0.01","1","0","""moore_r=1""","true","57","0"
"540","""PD""","0.59","0.01","1","0","""moore_r=3""","true","28","0"
"546","""PD""","0.6","0.01","1","0","""von neumann_r=1""","true","72","0"
"545","""PD""","0.6","0.01","1","0","""von neumann_r=1""","true","99","0"
"544","""PD""","0.6","0.01","1","0","""von neumann_r=1""","true","93","0"
"539","""PD""","0.59","0.01","1","0","""moore_r=3""","true","42","0"
"550","""PD""","0.61","0.01","1","0","""moore_r=1""","true","78","0"
"551","""PD""","0.61","0.01","1","0","""moore_r=1""","true","47","0"
"552","""PD""","0.61","0.01","1","0","""moore_r=1""","true","78","0"
"553","""PD""","0.61","0.01","1","0","""von neumann_r=1""","true","97","0"
"548","""PD""","0.6","0.01","1","0","""moore_r=3""","true","30","0"
"549","""PD""","0.6","0.01","1","0","""moore_r=3""","true","32","0"
"555","""PD""","0.61","0.01","1","0","""von neumann_r=1""","true","68","0"
"554","""PD""","0.61","0.01","1","0","""von neumann_r=1""","true","98","0"
"547","""PD""","0.6","0.01","1","0","""moore_r=3""","true","49","0"
"559","""PD""","0.62","0.01","1","0","""moore_r=1""","true","57","0"
"560","""PD""","0.62","0.01","1","0","""moore_r=1""","true","54","0"
"561","""PD""","0.62","0.01","1","0","""moore_r=1""","true","55","0"
"556","""PD""","0.61","0.01","1","0","""moore_r=3""","true","42","0"
"562","""PD""","0.62","0.01","1","0","""von neumann_r=1""","true","113","0"
"564","""PD""","0.62","0.01","1","0","""von neumann_r=1""","true","71","0"
"557","""PD""","0.61","0.01","1","0","""moore_r=3""","true","47","0"
"563","""PD""","0.62","0.01","1","0","""von neumann_r=1""","true","88","0"
"558","""PD""","0.61","0.01","1","0","""moore_r=3""","true","51","0"
"568","""PD""","0.63","0.01","1","0","""moore_r=1""","true","52","0"
"569","""PD""","0.63","0.01","1","0","""moore_r=1""","true","59","0"
"570","""PD""","0.63","0.01","1","0","""moore_r=1""","true","58","0"
"571","""PD""","0.63","0.01","1","0","""von neumann_r=1""","true","64","0"
"566","""PD""","0.62","0.01","1","0","""moore_r=3""","true","32","0"
"565","""PD""","0.62","0.01","1","0","""moore_r=3""","true","33","0"
"572","""PD""","0.63","0.01","1","0","""von neumann_r=1""","true","70","0"
"567","""PD""","0.62","0.01","1","0","""moore_r=3""","true","37","0"
"573","""PD""","0.63","0.01","1","0","""von neumann_r=1""","true","64","0"
"577","""PD""","0.64","0.01","1","0","""moore_r=1""","true","63","0"
"578","""PD""","0.64","0.01","1","0","""moore_r=1""","true","56","0"
"579","""PD""","0.64","0.01","1","0","""moore_r=1""","true","48","0"
"580","""PD""","0.64","0.01","1","0","""von neumann_r=1""","true","78","0"
"574","""PD""","0.63","0.01","1","0","""moore_r=3""","true","31","0"
"581","""PD""","0.64","0.01","1","0","""von neumann_r=1""","true","86","0"
"582","""PD""","0.64","0.01","1","0","""von neumann_r=1""","true","114","0"
"575","""PD""","0.63","0.01","1","0","""moore_r=3""","true","46","0"
"576","""PD""","0.63","0.01","1","0","""moore_r=3""","true","45","0"
"586","""PD""","0.65","0.01","1","0","""moore_r=1""","true","54","0"
"587","""PD""","0.65","0.01","1","0","""moore_r=1""","true","58","0"
"583","""PD""","0.64","0.01","1","0","""moore_r=3""","true","26","0"
"585","""PD""","0.64","0.01","1","0","""moore_r=3""","true","24","0"
"588","""PD""","0.65","0.01","1","0","""moore_r=1""","true","50","0"
"589","""PD""","0.65","0.01","1","0","""von neumann_r=1""","true","76","0"
"590","""PD""","0.65","0.01","1","0","""von neumann_r=1""","true","74","0"
"591","""PD""","0.65","0.01","1","0","""von neumann_r=1""","true","74","0"
"584","""PD""","0.64","0.01","1","0","""moore_r=3""","true","39","0"
"595","""PD""","0.66","0.01","1","0","""moore_r=1""","true","69","0"
"596","""PD""","0.66","0.01","1","0","""moore_r=1""","true","52","0"
"597","""PD""","0.66","0.01","1","0","""moore_r=1""","true","50","0"
"592","""PD""","0.65","0.01","1","0","""moore_r=3""","true","30","0"
"593","""PD""","0.65","0.01","1","0","""moore_r=3""","true","33","0"
"598","""PD""","0.66","0.01","1","0","""von neumann_r=1""","true","78","0"
"599","""PD""","0.66","0.01","1","0","""von neumann_r=1""","true","83","0"
"594","""PD""","0.65","0.01","1","0","""moore_r=3""","true","32","0"
"600","""PD""","0.66","0.01","1","0","""von neumann_r=1""","true","60","0"
"604","""PD""","0.67","0.01","1","0","""moore_r=1""","true","60","0"
"605","""PD""","0.67","0.01","1","0","""moore_r=1""","true","49","0"
"606","""PD""","0.67","0.01","1","0","""moore_r=1""","true","48","0"
"607","""PD""","0.67","0.01","1","0","""von neumann_r=1""","true","68","0"
"608","""PD""","0.67","0.01","1","0","""von neumann_r=1""","true","71","0"
"601","""PD""","0.66","0.01","1","0","""moore_r=3""","true","36","0"
"602","""PD""","0.66","0.01","1","0","""moore_r=3""","true","33","0"
"609","""PD""","0.67","0.01","1","0","""von neumann_r=1""","true","59","0"
"603","""PD""","0.66","0.01","1","0","""moore_r=3""","true","38","0"
"613","""PD""","0.68","0.01","1","0","""moore_r=1""","true","74","0"
"614","""PD""","0.68","0.01","1","0","""moore_r=1""","true","63","0"
"611","""PD""","0.67","0.01","1","0","""moore_r=3""","true","25","0"
"612","""PD""","0.67","0.01","1","0","""moore_r=3""","true","26","0"
"615","""PD""","0.68","0.01","1","0","""moore_r=1""","true","53","0"
"610","""PD""","0.67","0.01","1","0","""moore_r=3""","true","32","0"
"616","""PD""","0.68","0.01","1","0","""von neumann_r=1""","true","76","0"
"617","""PD""","0.68","0.01","1","0","""von neumann_r=1""","true","79","0"
"618","""PD""","0.68","0.01","1","0","""von neumann_r=1""","true","98","0"
"622","""PD""","0.69","0.01","1","0","""moore_r=1""","true","67","0"
"623","""PD""","0.69","0.01","1","0","""moore_r=1""","true","55","0"
"620","""PD""","0.68","0.01","1","0","""moore_r=3""","true","32","0"
"624","""PD""","0.69","0.01","1","0","""moore_r=1""","true","53","0"
"625","""PD""","0.69","0.01","1","0","""von neumann_r=1""","true","60","0"
"626","""PD""","0.69","0.01","1","0","""von neumann_r=1""","true","58","0"
"621","""PD""","0.68","0.01","1","0","""moore_r=3""","true","38","0"
"619","""PD""","0.68","0.01","1","0","""moore_r=3""","true","43","0"
"627","""PD""","0.69","0.01","1","0","""von neumann_r=1""","true","79","0"
"631","""PD""","0.7","0.01","1","0","""moore_r=1""","true","69","0"
"632","""PD""","0.7","0.01","1","0","""moore_r=1""","true","47","0"
"633","""PD""","0.7","0.01","1","0","""moore_r=1""","true","64","0"
"629","""PD""","0.69","0.01","1","0","""moore_r=3""","true","28","0"
"628","""PD""","0.69","0.01","1","0","""moore_r=3""","true","30","0"
"634","""PD""","0.7","0.01","1","0","""von neumann_r=1""","true","67","0"
"635","""PD""","0.7","0.01","1","0","""von neumann_r=1""","true","73","0"
"630","""PD""","0.69","0.01","1","0","""moore_r=3""","true","35","0"
"636","""PD""","0.7","0.01","1","0","""von neumann_r=1""","true","71","0"
"640","""PD""","0.71","0.01","1","0","""moore_r=1""","true","50","0"
"641","""PD""","0.71","0.01","1","0","""moore_r=1""","true","92","0"
"637","""PD""","0.7","0.01","1","0","""moore_r=3""","true","30","0"
"642","""PD""","0.71","0.01","1","0","""moore_r=1""","true","61","0"
"639","""PD""","0.7","0.01","1","0","""moore_r=3""","true","28","0"
"643","""PD""","0.71","0.01","1","0","""von neumann_r=1""","true","58","0"
"638","""PD""","0.7","0.01","1","0","""moore_r=3""","true","40","0"
"645","""PD""","0.71","0.01","1","0","""von neumann_r=1""","true","79","0"
"644","""PD""","0.71","0.01","1","0","""von neumann_r=1""","true","77","0"
"649","""PD""","0.72","0.01","1","0","""moore_r=1""","true","51","0"
"650","""PD""","0.72","0.01","1","0","""moore_r=1""","true","56","0"
"647","""PD""","0.71","0.01","1","0","""moore_r=3""","true","22","0"
"651","""PD""","0.72","0.01","1","0","""moore_r=1""","true","51","0"
"652","""PD""","0.72","0.01","1","0","""von neumann_r=1""","true","70","0"
"646","""PD""","0.71","0.01","1","0","""moore_r=3""","true","33","0"
"653","""PD""","0.72","0.01","1","0","""von neumann_r=1""","true","61","0"
"648","""PD""","0.71","0.01","1","0","""moore_r=3""","true","29","0"
"654","""PD""","0.72","0.01","1","0","""von neumann_r=1""","true","71","0"
"658","""PD""","0.73","0.01","1","0","""moore_r=1""","true","77","0"
"659","""PD""","0.73","0.01","1","0","""moore_r=1""","true","53","0"
"660","""PD""","0.73","0.01","1","0","""moore_r=1""","true","56","0"
"655","""PD""","0.72","0.01","1","0","""moore_r=3""","true","27","0"
"661","""PD""","0.73","0.01","1","0","""von neumann_r=1""","true","70","0"
"656","""PD""","0.72","0.01","1","0","""moore_r=3""","true","29","0"
"657","""PD""","0.72","0.01","1","0","""moore_r=3""","true","34","0"
"662","""PD""","0.73","0.01","1","0","""von neumann_r=1""","true","90","0"
"663","""PD""","0.73","0.01","1","0","""von neumann_r=1""","true","99","0"
"667","""PD""","0.74","0.01","1","0","""moore_r=1""","true","57","0"
"668","""PD""","0.74","0.01","1","0","""moore_r=1""","true","48","0"
"669","""PD""","0.74","0.01","1","0","""moore_r=1""","true","52","0"
"670","""PD""","0.74","0.01","1","0","""von neumann_r=1""","true","69","0"
"665","""PD""","0.73","0.01","1","0","""moore_r=3""","true","30","0"
"671","""PD""","0.74","0.01","1","0","""von neumann_r=1""","true","74","0"
"664","""PD""","0.73","0.01","1","0","""moore_r=3""","true","37","0"
"666","""PD""","0.73","0.01","1","0","""moore_r=3""","true","36","0"
"672","""PD""","0.74","0.01","1","0","""von neumann_r=1""","true","79","0"
"676","""PD""","0.75","0.01","1","0","""moore_r=1""","true","47","0"
"677","""PD""","0.75","0.01","1","0","""moore_r=1""","true","42","0"
"678","""PD""","0.75","0.01","1","0","""moore_r=1""","true","54","0"
"673","""PD""","0.74","0.01","1","0","""moore_r=3""","true","26","0"
"679","""PD""","0.75","0.01","1","0","""von neumann_r=1""","true","53","0"
"675","""PD""","0.74","0.01","1","0","""moore_r=3""","true","25","0"
"680","""PD""","0.75","0.01","1","0","""von neumann_r=1""","true","75","0"
"681","""PD""","0.75","0.01","1","0","""von neumann_r=1""","true","67","0"
"674","""PD""","0.74","0.01","1","0","""moore_r=3""","true","33","0"
"685","""PD""","0.76","0.01","1","0","""moore_r=1""","true","40","0"
"686","""PD""","0.76","0.01","1","0","""moore_r=1""","true","66","0"
"687","""PD""","0.76","0.01","1","0","""moore_r=1""","true","61","0"
"682","""PD""","0.75","0.01","1","0","""moore_r=3""","true","26","0"
"683","""PD""","0.75","0.01","1","0","""moore_r=3""","true","26","0"
"688","""PD""","0.76","0.01","1","0","""von neumann_r=1""","true","50","0"
"690","""PD""","0.76","0.01","1","0","""von neumann_r=1""","true","57","0"
"689","""PD""","0.76","0.01","1","0","""von neumann_r=1""","true","81","0"
"684","""PD""","0.75","0.01","1","0","""moore_r=3""","true","33","0"
"694","""PD""","0.77","0.01","1","0","""moore_r=1""","true","52","0"
"695","""PD""","0.77","0.01","1","0","""moore_r=1""","true","51","0"
"696","""PD""","0.77","0.01","1","0","""moore_r=1""","true","63","0"
"691","""PD""","0.76","0.01","1","0","""moore_r=3""","true","25","0"
"693","""PD""","0.76","0.01","1","0","""moore_r=3""","true","27","0"
"692","""PD""","0.76","0.01","1","0","""moore_r=3""","true","31","0"
"697","""PD""","0.77","0.01","1","0","""von neumann_r=1""","true","60","0"
"698","""PD""","0.77","0.01","1","0","""von neumann_r=1""","true","70","0"
"699","""PD""","0.77","0.01","1","0","""von neumann_r=1""","true","54","0"
"703","""PD""","0.78","0.01","1","0","""moore_r=1""","true","61","0"
"704","""PD""","0.78","0.01","1","0","""moore_r=1""","true","45","0"
"705","""PD""","0.78","0.01","1","0","""moore_r=1""","true","42","0"
"701","""PD""","0.77","0.01","1","0","""moore_r=3""","true","22","0"
"706","""PD""","0.78","0.01","1","0","""von neumann_r=1""","true","77","0"
"707","""PD""","0.78","0.01","1","0","""von neumann_r=1""","true","68","0"
"708","""PD""","0.78","0.01","1","0","""von neumann_r=1""","true","55","0"
"702","""PD""","0.77","0.01","1","0","""moore_r=3""","true","29","0"
"700","""PD""","0.77","0.01","1","0","""moore_r=3""","true","37","0"
"712","""PD""","0.79","0.01","1","0","""moore_r=1""","true","60","0"
"713","""PD""","0.79","0.01","1","0","""moore_r=1""","true","49","0"
"714","""PD""","0.79","0.01","1","0","""moore_r=1""","true","53","0"
"710","""PD""","0.78","0.01","1","0","""moore_r=3""","true","26","0"
"715","""PD""","0.79","0.01","1","0","""von neumann_r=1""","true","84","0"
"709","""PD""","0.78","0.01","1","0","""moore_r=3""","true","33","0"
"711","""PD""","0.78","0.01","1","0","""moore_r=3""","true","30","0"
"717","""PD""","0.79","0.01","1","0","""von neumann_r=1""","true","46","0"
"716","""PD""","0.79","0.01","1","0","""von neumann_r=1""","true","60","0"
"721","""PD""","0.8","0.01","1","0","""moore_r=1""","true","39","0"
"722","""PD""","0.8","0.01","1","0","""moore_r=1""","true","39","0"
"723","""PD""","0.8","0.01","1","0","""moore_r=1""","true","44","0"
"724","""PD""","0.8","0.01","1","0","""von neumann_r=1""","true","57","0"
"725","""PD""","0.8","0.01","1","0","""von neumann_r=1""","true","55","0"
"719","""PD""","0.79","0.01","1","0","""moore_r=3""","true","31","0"
"726","""PD""","0.8","0.01","1","0","""von neumann_r=1""","true","57","0"
"720","""PD""","0.79","0.01","1","0","""moore_r=3""","true","32","0"
"718","""PD""","0.79","0.01","1","0","""moore_r=3""","true","37","0"
"730","""PD""","0.81","0.01","1","0","""moore_r=1""","true","55","0"
"731","""PD""","0.81","0.01","1","0","""moore_r=1""","true","41","0"
"732","""PD""","0.81","0.01","1","0","""moore_r=1""","true","61","0"
