"BehaviorSpace results (NetLogo 5.1.0)"
"extended_prisoners_dilemma (1).nlogo"
"experiment_PD_spatial_cost_varying"
"12/17/2014 12:33:17:900 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","benefit","initial_propD","play_pd","cost","baseline_fitness","play_spatial","[step]","count patches with [strategy_current = ""C""] / (count patches)"
"115","1","0.6","true","0.11","0","true","500","0.0812"
"116","1","0.6","true","0.11","0","true","500","0.1816"
"117","1","0.6","true","0.11","0","true","500","0.3356"
"118","1","0.6","true","0.11","0","true","500","0.1636"
"119","1","0.6","true","0.11","0","true","500","0.1268"
"120","1","0.6","true","0.11","0","true","500","0.264"
"121","1","0.6","true","0.12","0","true","500","0.1268"
"107","1","0.6","true","0.1","0","true","500","0.2944"
"122","1","0.6","true","0.12","0","true","500","0.0868"
"124","1","0.6","true","0.12","0","true","500","0.2564"
"123","1","0.6","true","0.12","0","true","500","0.1944"
"126","1","0.6","true","0.12","0","true","500","0.1468"
"127","1","0.6","true","0.12","0","true","500","0.1856"
"128","1","0.6","true","0.12","0","true","500","0.1996"
"129","1","0.6","true","0.12","0","true","500","0.1804"
"130","1","0.6","true","0.12","0","true","500","0.1016"
"131","1","0.6","true","0.13","0","true","500","0.0968"
"132","1","0.6","true","0.13","0","true","500","0.0848"
"133","1","0.6","true","0.13","0","true","500","0.0972"
"134","1","0.6","true","0.13","0","true","500","0.0368"
"136","1","0.6","true","0.13","0","true","269","0"
"135","1","0.6","true","0.13","0","true","500","0.0276"
"137","1","0.6","true","0.13","0","true","500","0.0988"
"138","1","0.6","true","0.13","0","true","500","0.0596"
"139","1","0.6","true","0.13","0","true","500","0.0144"
"140","1","0.6","true","0.13","0","true","500","0.0728"
"125","1","0.6","true","0.12","0","true","500","0.1092"
"141","1","0.6","true","0.14","0","true","500","0.0404"
"143","1","0.6","true","0.14","0","true","142","0"
"142","1","0.6","true","0.14","0","true","500","0.0228"
"145","1","0.6","true","0.14","0","true","500","0.0588"
"146","1","0.6","true","0.14","0","true","500","0.018"
"148","1","0.6","true","0.14","0","true","185","0"
"147","1","0.6","true","0.14","0","true","500","0.016"
"150","1","0.6","true","0.14","0","true","218","0"
"152","1","0.6","true","0.15","0","true","150","0"
"151","1","0.6","true","0.15","0","true","245","0"
"149","1","0.6","true","0.14","0","true","500","0.0060"
"154","1","0.6","true","0.15","0","true","187","0"
"155","1","0.6","true","0.15","0","true","112","0"
"156","1","0.6","true","0.15","0","true","98","0"
"157","1","0.6","true","0.15","0","true","110","0"
"153","1","0.6","true","0.15","0","true","500","0.0248"
"158","1","0.6","true","0.15","0","true","143","0"
"161","1","0.6","true","0.16","0","true","100","0"
"162","1","0.6","true","0.16","0","true","70","0"
"160","1","0.6","true","0.15","0","true","293","0"
"163","1","0.6","true","0.16","0","true","86","0"
"165","1","0.6","true","0.16","0","true","70","0"
"159","1","0.6","true","0.15","0","true","500","0.0080"
"166","1","0.6","true","0.16","0","true","82","0"
"164","1","0.6","true","0.16","0","true","177","0"
"167","1","0.6","true","0.16","0","true","75","0"
"168","1","0.6","true","0.16","0","true","82","0"
"169","1","0.6","true","0.16","0","true","144","0"
"170","1","0.6","true","0.16","0","true","117","0"
"171","1","0.6","true","0.17","0","true","127","0"
"172","1","0.6","true","0.17","0","true","74","0"
"174","1","0.6","true","0.17","0","true","81","0"
"175","1","0.6","true","0.17","0","true","88","0"
"176","1","0.6","true","0.17","0","true","94","0"
"177","1","0.6","true","0.17","0","true","99","0"
"178","1","0.6","true","0.17","0","true","56","0"
"173","1","0.6","true","0.17","0","true","302","0"
"180","1","0.6","true","0.17","0","true","104","0"
"179","1","0.6","true","0.17","0","true","176","0"
"182","1","0.6","true","0.18","0","true","68","0"
"181","1","0.6","true","0.18","0","true","176","0"
"183","1","0.6","true","0.18","0","true","117","0"
"184","1","0.6","true","0.18","0","true","72","0"
"185","1","0.6","true","0.18","0","true","86","0"
"186","1","0.6","true","0.18","0","true","114","0"
"187","1","0.6","true","0.18","0","true","96","0"
"188","1","0.6","true","0.18","0","true","63","0"
"190","1","0.6","true","0.18","0","true","60","0"
"191","1","0.6","true","0.19","0","true","85","0"
"144","1","0.6","true","0.14","0","true","500","0.0876"
"189","1","0.6","true","0.18","0","true","160","0"
"192","1","0.6","true","0.19","0","true","82","0"
"196","1","0.6","true","0.19","0","true","40","0"
"195","1","0.6","true","0.19","0","true","81","0"
"197","1","0.6","true","0.19","0","true","35","0"
