"x","C","color","p1","x","D","color","p2"
"18532","0.3924","105","true","18532","0.6076","15","true"
"18533","0.3864","105","true","18533","0.6136","15","true"
"18534","0.3828","105","true","18534","0.6172","15","true"
"18535","0.4044","105","true","18535","0.5956","15","true"
"18536","0.38","105","true","18536","0.62","15","true"
"18537","0.3896","105","true","18537","0.6104","15","true"
"18538","0.3864","105","true","18538","0.6136","15","true"
"18539","0.3772","105","true","18539","0.6228","15","true"
"18540","0.3936","105","true","18540","0.6064","15","true"
"18541","0.3984","105","true","18541","0.6016","15","true"
"18542","0.3864","105","true","18542","0.6136","15","true"
"18543","0.3948","105","true","18543","0.6052","15","true"
"18544","0.374","105","true","18544","0.626","15","true"
"18545","0.3824","105","true","18545","0.6176","15","true"
"18546","0.4008","105","true","18546","0.5992","15","true"
"18547","0.3964","105","true","18547","0.6036","15","true"
"18548","0.3744","105","true","18548","0.6256","15","true"
"18549","0.402","105","true","18549","0.598","15","true"
"18550","0.4136","105","true","18550","0.5864","15","true"
"18551","0.406","105","true","18551","0.594","15","true"
"18552","0.4056","105","true","18552","0.5944","15","true"
"18553","0.3964","105","true","18553","0.6036","15","true"
"18554","0.4004","105","true","18554","0.5996","15","true"
"18555","0.378","105","true","18555","0.622","15","true"
"18556","0.4012","105","true","18556","0.5988","15","true"
"18557","0.3968","105","true","18557","0.6032","15","true"
"18558","0.3824","105","true","18558","0.6176","15","true"
"18559","0.3816","105","true","18559","0.6184","15","true"
"18560","0.3876","105","true","18560","0.6124","15","true"
"18561","0.3852","105","true","18561","0.6148","15","true"
"18562","0.4052","105","true","18562","0.5948","15","true"
"18563","0.3668","105","true","18563","0.6332","15","true"
"18564","0.3908","105","true","18564","0.6092","15","true"
"18565","0.3888","105","true","18565","0.6112","15","true"
"18566","0.3992","105","true","18566","0.6008","15","true"
"18567","0.3956","105","true","18567","0.6044","15","true"
"18568","0.3904","105","true","18568","0.6096","15","true"
"18569","0.3996","105","true","18569","0.6004","15","true"
"18570","0.3836","105","true","18570","0.6164","15","true"
"18571","0.3872","105","true","18571","0.6128","15","true"
"18572","0.4032","105","true","18572","0.5968","15","true"
"18573","0.394","105","true","18573","0.606","15","true"
"18574","0.386","105","true","18574","0.614","15","true"
"18575","0.3988","105","true","18575","0.6012","15","true"
"18576","0.3908","105","true","18576","0.6092","15","true"
"18577","0.4124","105","true","18577","0.5876","15","true"
"18578","0.3844","105","true","18578","0.6156","15","true"
"18579","0.4028","105","true","18579","0.5972","15","true"
"18580","0.4104","105","true","18580","0.5896","15","true"
"18581","0.4068","105","true","18581","0.5932","15","true"
"18582","0.3836","105","true","18582","0.6164","15","true"
"18583","0.4172","105","true","18583","0.5828","15","true"
"18584","0.3884","105","true","18584","0.6116","15","true"
"18585","0.4176","105","true","18585","0.5824","15","true"
"18586","0.4028","105","true","18586","0.5972","15","true"
"18587","0.386","105","true","18587","0.614","15","true"
"18588","0.4104","105","true","18588","0.5896","15","true"
"18589","0.394","105","true","18589","0.606","15","true"
"18590","0.3924","105","true","18590","0.6076","15","true"
"18591","0.4156","105","true","18591","0.5844","15","true"
"18592","0.406","105","true","18592","0.594","15","true"
"18593","0.3864","105","true","18593","0.6136","15","true"
"18594","0.3852","105","true","18594","0.6148","15","true"
"18595","0.406","105","true","18595","0.594","15","true"
"18596","0.3976","105","true","18596","0.6024","15","true"
"18597","0.3724","105","true","18597","0.6276","15","true"
"18598","0.4036","105","true","18598","0.5964","15","true"
"18599","0.3728","105","true","18599","0.6272","15","true"
"18600","0.396","105","true","18600","0.604","15","true"
"18601","0.4024","105","true","18601","0.5976","15","true"
"18602","0.3948","105","true","18602","0.6052","15","true"
"18603","0.3972","105","true","18603","0.6028","15","true"
"18604","0.3868","105","true","18604","0.6132","15","true"
"18605","0.3904","105","true","18605","0.6096","15","true"
"18606","0.4216","105","true","18606","0.5784","15","true"
"18607","0.4024","105","true","18607","0.5976","15","true"
"18608","0.3984","105","true","18608","0.6016","15","true"
"18609","0.4112","105","true","18609","0.5888","15","true"
"18610","0.388","105","true","18610","0.612","15","true"
"18611","0.3948","105","true","18611","0.6052","15","true"
"18612","0.388","105","true","18612","0.612","15","true"
"18613","0.4036","105","true","18613","0.5964","15","true"
"18614","0.3972","105","true","18614","0.6028","15","true"
"18615","0.39","105","true","18615","0.61","15","true"
"18616","0.3952","105","true","18616","0.6048","15","true"
"18617","0.4044","105","true","18617","0.5956","15","true"
"18618","0.4032","105","true","18618","0.5968","15","true"
"18619","0.4024","105","true","18619","0.5976","15","true"
"18620","0.378","105","true","18620","0.622","15","true"
"18621","0.3984","105","true","18621","0.6016","15","true"
"18622","0.3992","105","true","18622","0.6008","15","true"
"18623","0.4004","105","true","18623","0.5996","15","true"
"18624","0.4236","105","true","18624","0.5764","15","true"
"18625","0.4064","105","true","18625","0.5936","15","true"
"18626","0.3848","105","true","18626","0.6152","15","true"
"18627","0.4084","105","true","18627","0.5916","15","true"
"18628","0.3924","105","true","18628","0.6076","15","true"
"18629","0.3848","105","true","18629","0.6152","15","true"
"18630","0.3916","105","true","18630","0.6084","15","true"
"18631","0.3996","105","true","18631","0.6004","15","true"
"18632","0.404","105","true","18632","0.596","15","true"
"18633","0.386","105","true","18633","0.614","15","true"
"18634","0.4052","105","true","18634","0.5948","15","true"
"18635","0.3836","105","true","18635","0.6164","15","true"
"18636","0.4","105","true","18636","0.6","15","true"
"18637","0.3892","105","true","18637","0.6108","15","true"
"18638","0.3972","105","true","18638","0.6028","15","true"
"18639","0.3984","105","true","18639","0.6016","15","true"
"18640","0.3996","105","true","18640","0.6004","15","true"
"18641","0.39","105","true","18641","0.61","15","true"
"18642","0.388","105","true","18642","0.612","15","true"
"18643","0.3908","105","true","18643","0.6092","15","true"
"18644","0.394","105","true","18644","0.606","15","true"
"18645","0.3932","105","true","18645","0.6068","15","true"
"18646","0.3964","105","true","18646","0.6036","15","true"
"18647","0.4124","105","true","18647","0.5876","15","true"
"18648","0.4192","105","true","18648","0.5808","15","true"
"18649","0.3804","105","true","18649","0.6196","15","true"
"18650","0.3868","105","true","18650","0.6132","15","true"
"18651","0.4068","105","true","18651","0.5932","15","true"
"18652","0.406","105","true","18652","0.594","15","true"
"18653","0.3988","105","true","18653","0.6012","15","true"
"18654","0.3996","105","true","18654","0.6004","15","true"
"18655","0.3868","105","true","18655","0.6132","15","true"
"18656","0.4044","105","true","18656","0.5956","15","true"
"18657","0.4028","105","true","18657","0.5972","15","true"
"18658","0.402","105","true","18658","0.598","15","true"
"18659","0.4008","105","true","18659","0.5992","15","true"
"18660","0.394","105","true","18660","0.606","15","true"
"18661","0.4096","105","true","18661","0.5904","15","true"
"18662","0.3996","105","true","18662","0.6004","15","true"
"18663","0.3936","105","true","18663","0.6064","15","true"
"18664","0.406","105","true","18664","0.594","15","true"
"18665","0.398","105","true","18665","0.602","15","true"
"18666","0.398","105","true","18666","0.602","15","true"
"18667","0.3848","105","true","18667","0.6152","15","true"
"18668","0.3928","105","true","18668","0.6072","15","true"
"18669","0.3924","105","true","18669","0.6076","15","true"
"18670","0.3944","105","true","18670","0.6056","15","true"
"18671","0.396","105","true","18671","0.604","15","true"
"18672","0.3972","105","true","18672","0.6028","15","true"
"18673","0.3804","105","true","18673","0.6196","15","true"
"18674","0.3748","105","true","18674","0.6252","15","true"
"18675","0.3936","105","true","18675","0.6064","15","true"
"18676","0.4012","105","true","18676","0.5988","15","true"
"18677","0.4104","105","true","18677","0.5896","15","true"
"18678","0.4016","105","true","18678","0.5984","15","true"
"18679","0.4076","105","true","18679","0.5924","15","true"
"18680","0.3844","105","true","18680","0.6156","15","true"
"18681","0.384","105","true","18681","0.616","15","true"
"18682","0.4072","105","true","18682","0.5928","15","true"
"18683","0.3876","105","true","18683","0.6124","15","true"
"18684","0.4068","105","true","18684","0.5932","15","true"
"18685","0.4032","105","true","18685","0.5968","15","true"
"18686","0.398","105","true","18686","0.602","15","true"
"18687","0.3868","105","true","18687","0.6132","15","true"
"18688","0.404","105","true","18688","0.596","15","true"
"18689","0.3808","105","true","18689","0.6192","15","true"
"18690","0.3928","105","true","18690","0.6072","15","true"
"18691","0.3996","105","true","18691","0.6004","15","true"
"18692","0.4068","105","true","18692","0.5932","15","true"
"18693","0.3924","105","true","18693","0.6076","15","true"
"18694","0.3968","105","true","18694","0.6032","15","true"
"18695","0.3984","105","true","18695","0.6016","15","true"
"18696","0.4116","105","true","18696","0.5884","15","true"
"18697","0.4028","105","true","18697","0.5972","15","true"
"18698","0.4116","105","true","18698","0.5884","15","true"
"18699","0.3952","105","true","18699","0.6048","15","true"
"18700","0.3968","105","true","18700","0.6032","15","true"
"18701","0.4008","105","true","18701","0.5992","15","true"
"18702","0.39","105","true","18702","0.61","15","true"
"18703","0.3984","105","true","18703","0.6016","15","true"
"18704","0.3948","105","true","18704","0.6052","15","true"
"18705","0.404","105","true","18705","0.596","15","true"
"18706","0.3944","105","true","18706","0.6056","15","true"
"18707","0.3988","105","true","18707","0.6012","15","true"
"18708","0.3788","105","true","18708","0.6212","15","true"
"18709","0.3816","105","true","18709","0.6184","15","true"
"18710","0.4008","105","true","18710","0.5992","15","true"
"18711","0.3916","105","true","18711","0.6084","15","true"
"18712","0.4012","105","true","18712","0.5988","15","true"
"18713","0.3992","105","true","18713","0.6008","15","true"
"18714","0.3872","105","true","18714","0.6128","15","true"
"18715","0.3952","105","true","18715","0.6048","15","true"
"18716","0.398","105","true","18716","0.602","15","true"
"18717","0.3872","105","true","18717","0.6128","15","true"
"18718","0.3772","105","true","18718","0.6228","15","true"
"18719","0.3792","105","true","18719","0.6208","15","true"
"18720","0.3896","105","true","18720","0.6104","15","true"
"18721","0.3912","105","true","18721","0.6088","15","true"
"18722","0.3772","105","true","18722","0.6228","15","true"
"18723","0.4036","105","true","18723","0.5964","15","true"
"18724","0.404","105","true","18724","0.596","15","true"
"18725","0.3992","105","true","18725","0.6008","15","true"
"18726","0.3976","105","true","18726","0.6024","15","true"
"18727","0.3868","105","true","18727","0.6132","15","true"
"18728","0.378","105","true","18728","0.622","15","true"
"18729","0.376","105","true","18729","0.624","15","true"
"18730","0.4016","105","true","18730","0.5984","15","true"
"18731","0.3888","105","true","18731","0.6112","15","true"
"18732","0.394","105","true","18732","0.606","15","true"
"18733","0.388","105","true","18733","0.612","15","true"
"18734","0.3892","105","true","18734","0.6108","15","true"
"18735","0.3952","105","true","18735","0.6048","15","true"
"18736","0.3976","105","true","18736","0.6024","15","true"
"18737","0.3868","105","true","18737","0.6132","15","true"
"18738","0.3956","105","true","18738","0.6044","15","true"
"18739","0.3856","105","true","18739","0.6144","15","true"
"18740","0.3968","105","true","18740","0.6032","15","true"
"18741","0.3912","105","true","18741","0.6088","15","true"
"18742","0.382","105","true","18742","0.618","15","true"
"18743","0.3996","105","true","18743","0.6004","15","true"
"18744","0.4132","105","true","18744","0.5868","15","true"
"18745","0.3936","105","true","18745","0.6064","15","true"
"18746","0.3912","105","true","18746","0.6088","15","true"
"18747","0.4","105","true","18747","0.6","15","true"
"18748","0.3956","105","true","18748","0.6044","15","true"
"18749","0.4","105","true","18749","0.6","15","true"
"18750","0.4044","105","true","18750","0.5956","15","true"
"18751","0.386","105","true","18751","0.614","15","true"
"18752","0.376","105","true","18752","0.624","15","true"
"18753","0.3944","105","true","18753","0.6056","15","true"
"18754","0.388","105","true","18754","0.612","15","true"
"18755","0.4108","105","true","18755","0.5892","15","true"
"18756","0.3844","105","true","18756","0.6156","15","true"
"18757","0.382","105","true","18757","0.618","15","true"
"18758","0.408","105","true","18758","0.592","15","true"
"18759","0.3936","105","true","18759","0.6064","15","true"
"18760","0.3972","105","true","18760","0.6028","15","true"
"18761","0.408","105","true","18761","0.592","15","true"
"18762","0.3984","105","true","18762","0.6016","15","true"
"18763","0.4","105","true","18763","0.6","15","true"
"18764","0.3912","105","true","18764","0.6088","15","true"
"18765","0.41","105","true","18765","0.59","15","true"
"18766","0.3972","105","true","18766","0.6028","15","true"
"18767","0.3908","105","true","18767","0.6092","15","true"
"18768","0.392","105","true","18768","0.608","15","true"
"18769","0.3868","105","true","18769","0.6132","15","true"
"18770","0.4164","105","true","18770","0.5836","15","true"
"18771","0.3912","105","true","18771","0.6088","15","true"
"18772","0.398","105","true","18772","0.602","15","true"
"18773","0.38","105","true","18773","0.62","15","true"
"18774","0.4036","105","true","18774","0.5964","15","true"
"18775","0.3976","105","true","18775","0.6024","15","true"
"18776","0.4048","105","true","18776","0.5952","15","true"
"18777","0.3848","105","true","18777","0.6152","15","true"
"18778","0.3964","105","true","18778","0.6036","15","true"
"18779","0.4076","105","true","18779","0.5924","15","true"
"18780","0.378","105","true","18780","0.622","15","true"
"18781","0.3968","105","true","18781","0.6032","15","true"
"18782","0.3908","105","true","18782","0.6092","15","true"
"18783","0.4016","105","true","18783","0.5984","15","true"
"18784","0.386","105","true","18784","0.614","15","true"
"18785","0.396","105","true","18785","0.604","15","true"
"18786","0.3964","105","true","18786","0.6036","15","true"
"18787","0.39","105","true","18787","0.61","15","true"
"18788","0.4024","105","true","18788","0.5976","15","true"
"18789","0.4088","105","true","18789","0.5912","15","true"
"18790","0.3844","105","true","18790","0.6156","15","true"
"18791","0.4004","105","true","18791","0.5996","15","true"
"18792","0.4008","105","true","18792","0.5992","15","true"
"18793","0.3976","105","true","18793","0.6024","15","true"
"18794","0.3888","105","true","18794","0.6112","15","true"
"18795","0.4008","105","true","18795","0.5992","15","true"
"18796","0.4076","105","true","18796","0.5924","15","true"
"18797","0.404","105","true","18797","0.596","15","true"
"18798","0.3984","105","true","18798","0.6016","15","true"
"18799","0.386","105","true","18799","0.614","15","true"
"18800","0.3868","105","true","18800","0.6132","15","true"
"18801","0.3804","105","true","18801","0.6196","15","true"
"18802","0.4068","105","true","18802","0.5932","15","true"
"18803","0.3948","105","true","18803","0.6052","15","true"
"18804","0.3988","105","true","18804","0.6012","15","true"
"18805","0.3904","105","true","18805","0.6096","15","true"
"18806","0.404","105","true","18806","0.596","15","true"
"18807","0.4004","105","true","18807","0.5996","15","true"
"18808","0.3868","105","true","18808","0.6132","15","true"
"18809","0.3984","105","true","18809","0.6016","15","true"
"18810","0.3828","105","true","18810","0.6172","15","true"
"18811","0.4","105","true","18811","0.6","15","true"
"18812","0.3772","105","true","18812","0.6228","15","true"
"18813","0.3996","105","true","18813","0.6004","15","true"
"18814","0.3996","105","true","18814","0.6004","15","true"
"18815","0.406","105","true","18815","0.594","15","true"
"18816","0.3936","105","true","18816","0.6064","15","true"
"18817","0.4036","105","true","18817","0.5964","15","true"
"18818","0.4072","105","true","18818","0.5928","15","true"
"18819","0.3932","105","true","18819","0.6068","15","true"
"18820","0.3772","105","true","18820","0.6228","15","true"
"18821","0.4","105","true","18821","0.6","15","true"
"18822","0.392","105","true","18822","0.608","15","true"
"18823","0.4004","105","true","18823","0.5996","15","true"
"18824","0.3792","105","true","18824","0.6208","15","true"
"18825","0.3836","105","true","18825","0.6164","15","true"
"18826","0.398","105","true","18826","0.602","15","true"
"18827","0.4104","105","true","18827","0.5896","15","true"
"18828","0.3976","105","true","18828","0.6024","15","true"
"18829","0.3972","105","true","18829","0.6028","15","true"
"18830","0.4008","105","true","18830","0.5992","15","true"
"18831","0.3948","105","true","18831","0.6052","15","true"
"18832","0.3932","105","true","18832","0.6068","15","true"
"18833","0.3808","105","true","18833","0.6192","15","true"
"18834","0.386","105","true","18834","0.614","15","true"
"18835","0.3856","105","true","18835","0.6144","15","true"
"18836","0.4104","105","true","18836","0.5896","15","true"
"18837","0.3904","105","true","18837","0.6096","15","true"
"18838","0.3916","105","true","18838","0.6084","15","true"
"18839","0.3864","105","true","18839","0.6136","15","true"
"18840","0.3908","105","true","18840","0.6092","15","true"
"18841","0.4188","105","true","18841","0.5812","15","true"
"18842","0.3892","105","true","18842","0.6108","15","true"
"18843","0.3944","105","true","18843","0.6056","15","true"
"18844","0.3928","105","true","18844","0.6072","15","true"
"18845","0.4044","105","true","18845","0.5956","15","true"
"18846","0.398","105","true","18846","0.602","15","true"
"18847","0.3996","105","true","18847","0.6004","15","true"
"18848","0.4024","105","true","18848","0.5976","15","true"
"18849","0.3944","105","true","18849","0.6056","15","true"
"18850","0.3804","105","true","18850","0.6196","15","true"
"18851","0.398","105","true","18851","0.602","15","true"
"18852","0.3968","105","true","18852","0.6032","15","true"
"18853","0.3736","105","true","18853","0.6264","15","true"
"18854","0.3996","105","true","18854","0.6004","15","true"
"18855","0.3856","105","true","18855","0.6144","15","true"
"18856","0.4092","105","true","18856","0.5908","15","true"
"18857","0.388","105","true","18857","0.612","15","true"
"18858","0.3904","105","true","18858","0.6096","15","true"
"18859","0.3984","105","true","18859","0.6016","15","true"
"18860","0.4028","105","true","18860","0.5972","15","true"
"18861","0.3888","105","true","18861","0.6112","15","true"
"18862","0.3956","105","true","18862","0.6044","15","true"
"18863","0.3784","105","true","18863","0.6216","15","true"
"18864","0.3848","105","true","18864","0.6152","15","true"
"18865","0.3916","105","true","18865","0.6084","15","true"
"18866","0.3884","105","true","18866","0.6116","15","true"
"18867","0.37","105","true","18867","0.63","15","true"
"18868","0.3768","105","true","18868","0.6232","15","true"
"18869","0.3996","105","true","18869","0.6004","15","true"
"18870","0.3948","105","true","18870","0.6052","15","true"
"18871","0.4044","105","true","18871","0.5956","15","true"
"18872","0.3984","105","true","18872","0.6016","15","true"
"18873","0.3964","105","true","18873","0.6036","15","true"
"18874","0.384","105","true","18874","0.616","15","true"
"18875","0.402","105","true","18875","0.598","15","true"
"18876","0.3752","105","true","18876","0.6248","15","true"
"18877","0.3952","105","true","18877","0.6048","15","true"
"18878","0.4048","105","true","18878","0.5952","15","true"
"18879","0.4004","105","true","18879","0.5996","15","true"
"18880","0.388","105","true","18880","0.612","15","true"
"18881","0.3952","105","true","18881","0.6048","15","true"
"18882","0.3996","105","true","18882","0.6004","15","true"
"18883","0.4096","105","true","18883","0.5904","15","true"
"18884","0.4088","105","true","18884","0.5912","15","true"
"18885","0.3912","105","true","18885","0.6088","15","true"
"18886","0.4036","105","true","18886","0.5964","15","true"
"18887","0.3872","105","true","18887","0.6128","15","true"
"18888","0.3724","105","true","18888","0.6276","15","true"
"18889","0.3952","105","true","18889","0.6048","15","true"
"18890","0.3928","105","true","18890","0.6072","15","true"
"18891","0.3884","105","true","18891","0.6116","15","true"
"18892","0.3816","105","true","18892","0.6184","15","true"
"18893","0.4068","105","true","18893","0.5932","15","true"
"18894","0.3872","105","true","18894","0.6128","15","true"
"18895","0.3876","105","true","18895","0.6124","15","true"
"18896","0.404","105","true","18896","0.596","15","true"
"18897","0.39","105","true","18897","0.61","15","true"
"18898","0.39","105","true","18898","0.61","15","true"
"18899","0.3788","105","true","18899","0.6212","15","true"
"18900","0.404","105","true","18900","0.596","15","true"
"18901","0.3768","105","true","18901","0.6232","15","true"
"18902","0.3708","105","true","18902","0.6292","15","true"
"18903","0.378","105","true","18903","0.622","15","true"
"18904","0.388","105","true","18904","0.612","15","true"
"18905","0.4044","105","true","18905","0.5956","15","true"
"18906","0.376","105","true","18906","0.624","15","true"
"18907","0.3952","105","true","18907","0.6048","15","true"
"18908","0.4032","105","true","18908","0.5968","15","true"
"18909","0.4048","105","true","18909","0.5952","15","true"
"18910","0.3984","105","true","18910","0.6016","15","true"
"18911","0.398","105","true","18911","0.602","15","true"
"18912","0.3976","105","true","18912","0.6024","15","true"
"18913","0.3852","105","true","18913","0.6148","15","true"
"18914","0.4052","105","true","18914","0.5948","15","true"
"18915","0.3956","105","true","18915","0.6044","15","true"
"18916","0.382","105","true","18916","0.618","15","true"
"18917","0.3932","105","true","18917","0.6068","15","true"
"18918","0.3992","105","true","18918","0.6008","15","true"
"18919","0.398","105","true","18919","0.602","15","true"
"18920","0.4012","105","true","18920","0.5988","15","true"
"18921","0.4008","105","true","18921","0.5992","15","true"
"18922","0.3832","105","true","18922","0.6168","15","true"
"18923","0.3924","105","true","18923","0.6076","15","true"
"18924","0.4004","105","true","18924","0.5996","15","true"
"18925","0.4008","105","true","18925","0.5992","15","true"
"18926","0.3708","105","true","18926","0.6292","15","true"
"18927","0.4016","105","true","18927","0.5984","15","true"
"18928","0.4112","105","true","18928","0.5888","15","true"
"18929","0.4044","105","true","18929","0.5956","15","true"
"18930","0.3912","105","true","18930","0.6088","15","true"
"18931","0.4016","105","true","18931","0.5984","15","true"
"18932","0.3972","105","true","18932","0.6028","15","true"
"18933","0.3816","105","true","18933","0.6184","15","true"
"18934","0.4096","105","true","18934","0.5904","15","true"
"18935","0.4148","105","true","18935","0.5852","15","true"
"18936","0.3992","105","true","18936","0.6008","15","true"
"18937","0.4064","105","true","18937","0.5936","15","true"
"18938","0.3944","105","true","18938","0.6056","15","true"
"18939","0.398","105","true","18939","0.602","15","true"
"18940","0.3844","105","true","18940","0.6156","15","true"
"18941","0.3716","105","true","18941","0.6284","15","true"
"18942","0.3984","105","true","18942","0.6016","15","true"
"18943","0.3912","105","true","18943","0.6088","15","true"
"18944","0.4144","105","true","18944","0.5856","15","true"
"18945","0.4036","105","true","18945","0.5964","15","true"
"18946","0.4048","105","true","18946","0.5952","15","true"
"18947","0.4056","105","true","18947","0.5944","15","true"
"18948","0.4032","105","true","18948","0.5968","15","true"
"18949","0.3876","105","true","18949","0.6124","15","true"
"18950","0.3764","105","true","18950","0.6236","15","true"
"18951","0.398","105","true","18951","0.602","15","true"
"18952","0.4004","105","true","18952","0.5996","15","true"
"18953","0.3956","105","true","18953","0.6044","15","true"
"18954","0.398","105","true","18954","0.602","15","true"
"18955","0.406","105","true","18955","0.594","15","true"
"18956","0.3876","105","true","18956","0.6124","15","true"
"18957","0.4048","105","true","18957","0.5952","15","true"
"18958","0.394","105","true","18958","0.606","15","true"
"18959","0.4028","105","true","18959","0.5972","15","true"
"18960","0.4004","105","true","18960","0.5996","15","true"
"18961","0.414","105","true","18961","0.586","15","true"
"18962","0.396","105","true","18962","0.604","15","true"
"18963","0.4068","105","true","18963","0.5932","15","true"
"18964","0.3948","105","true","18964","0.6052","15","true"
"18965","0.4064","105","true","18965","0.5936","15","true"
"18966","0.4236","105","true","18966","0.5764","15","true"
"18967","0.3816","105","true","18967","0.6184","15","true"
"18968","0.3964","105","true","18968","0.6036","15","true"
"18969","0.3756","105","true","18969","0.6244","15","true"
"18970","0.3968","105","true","18970","0.6032","15","true"
"18971","0.3984","105","true","18971","0.6016","15","true"
"18972","0.3948","105","true","18972","0.6052","15","true"
"18973","0.3948","105","true","18973","0.6052","15","true"
"18974","0.4208","105","true","18974","0.5792","15","true"
"18975","0.4196","105","true","18975","0.5804","15","true"
"18976","0.3808","105","true","18976","0.6192","15","true"
"18977","0.3952","105","true","18977","0.6048","15","true"
"18978","0.4184","105","true","18978","0.5816","15","true"
"18979","0.4136","105","true","18979","0.5864","15","true"
"18980","0.3816","105","true","18980","0.6184","15","true"
"18981","0.4084","105","true","18981","0.5916","15","true"
"18982","0.398","105","true","18982","0.602","15","true"
"18983","0.416","105","true","18983","0.584","15","true"
"18984","0.392","105","true","18984","0.608","15","true"
"18985","0.3836","105","true","18985","0.6164","15","true"
"18986","0.3908","105","true","18986","0.6092","15","true"
"18987","0.3996","105","true","18987","0.6004","15","true"
"18988","0.3916","105","true","18988","0.6084","15","true"
"18989","0.4248","105","true","18989","0.5752","15","true"
"18990","0.4044","105","true","18990","0.5956","15","true"
"18991","0.3968","105","true","18991","0.6032","15","true"
"18992","0.3932","105","true","18992","0.6068","15","true"
"18993","0.3968","105","true","18993","0.6032","15","true"
"18994","0.3992","105","true","18994","0.6008","15","true"
"18995","0.4144","105","true","18995","0.5856","15","true"
"18996","0.4188","105","true","18996","0.5812","15","true"
"18997","0.412","105","true","18997","0.588","15","true"
"18998","0.4132","105","true","18998","0.5868","15","true"
"18999","0.3764","105","true","18999","0.6236","15","true"
"19000","0.4112","105","true","19000","0.5888","15","true"
"19001","0.398","105","true","19001","0.602","15","true"
"19002","0.4012","105","true","19002","0.5988","15","true"
"19003","0.3968","105","true","19003","0.6032","15","true"
"19004","0.404","105","true","19004","0.596","15","true"
"19005","0.4092","105","true","19005","0.5908","15","true"
"19006","0.41","105","true","19006","0.59","15","true"
"19007","0.3948","105","true","19007","0.6052","15","true"
"19008","0.4076","105","true","19008","0.5924","15","true"
"19009","0.3944","105","true","19009","0.6056","15","true"
"19010","0.4004","105","true","19010","0.5996","15","true"
"19011","0.4004","105","true","19011","0.5996","15","true"
"19012","0.4036","105","true","19012","0.5964","15","true"
"19013","0.41","105","true","19013","0.59","15","true"
"19014","0.3824","105","true","19014","0.6176","15","true"
"19015","0.412","105","true","19015","0.588","15","true"
"19016","0.4044","105","true","19016","0.5956","15","true"
"19017","0.3956","105","true","19017","0.6044","15","true"
"19018","0.41","105","true","19018","0.59","15","true"
"19019","0.4136","105","true","19019","0.5864","15","true"
"19020","0.3912","105","true","19020","0.6088","15","true"
"19021","0.382","105","true","19021","0.618","15","true"
"19022","0.4124","105","true","19022","0.5876","15","true"
"19023","0.3776","105","true","19023","0.6224","15","true"
"19024","0.3864","105","true","19024","0.6136","15","true"
"19025","0.4","105","true","19025","0.6","15","true"
"19026","0.4092","105","true","19026","0.5908","15","true"
"19027","0.3872","105","true","19027","0.6128","15","true"
"19028","0.3984","105","true","19028","0.6016","15","true"
"19029","0.3912","105","true","19029","0.6088","15","true"
"19030","0.3924","105","true","19030","0.6076","15","true"
"19031","0.376","105","true","19031","0.624","15","true"
"19032","0.4","105","true","19032","0.6","15","true"
"19033","0.3988","105","true","19033","0.6012","15","true"
"19034","0.3868","105","true","19034","0.6132","15","true"
"19035","0.4068","105","true","19035","0.5932","15","true"
"19036","0.4008","105","true","19036","0.5992","15","true"
"19037","0.4028","105","true","19037","0.5972","15","true"
"19038","0.3884","105","true","19038","0.6116","15","true"
"19039","0.3928","105","true","19039","0.6072","15","true"
"19040","0.4028","105","true","19040","0.5972","15","true"
"19041","0.3916","105","true","19041","0.6084","15","true"
"19042","0.412","105","true","19042","0.588","15","true"
"19043","0.3792","105","true","19043","0.6208","15","true"
"19044","0.3972","105","true","19044","0.6028","15","true"
"19045","0.396","105","true","19045","0.604","15","true"
"19046","0.4076","105","true","19046","0.5924","15","true"
"19047","0.4084","105","true","19047","0.5916","15","true"
"19048","0.4072","105","true","19048","0.5928","15","true"
"19049","0.4148","105","true","19049","0.5852","15","true"
"19050","0.3904","105","true","19050","0.6096","15","true"
"19051","0.408","105","true","19051","0.592","15","true"
"19052","0.3944","105","true","19052","0.6056","15","true"
"19053","0.414","105","true","19053","0.586","15","true"
"19054","0.4032","105","true","19054","0.5968","15","true"
"19055","0.4156","105","true","19055","0.5844","15","true"
"19056","0.3972","105","true","19056","0.6028","15","true"
"19057","0.4024","105","true","19057","0.5976","15","true"
"19058","0.4204","105","true","19058","0.5796","15","true"
"19059","0.4116","105","true","19059","0.5884","15","true"
"19060","0.4004","105","true","19060","0.5996","15","true"
"19061","0.4016","105","true","19061","0.5984","15","true"
"19062","0.404","105","true","19062","0.596","15","true"
"19063","0.39","105","true","19063","0.61","15","true"
"19064","0.3972","105","true","19064","0.6028","15","true"
"19065","0.4012","105","true","19065","0.5988","15","true"
"19066","0.3868","105","true","19066","0.6132","15","true"
"19067","0.3972","105","true","19067","0.6028","15","true"
"19068","0.4068","105","true","19068","0.5932","15","true"
"19069","0.3916","105","true","19069","0.6084","15","true"
"19070","0.4012","105","true","19070","0.5988","15","true"
"19071","0.4004","105","true","19071","0.5996","15","true"
"19072","0.4024","105","true","19072","0.5976","15","true"
"19073","0.3824","105","true","19073","0.6176","15","true"
"19074","0.404","105","true","19074","0.596","15","true"
"19075","0.4","105","true","19075","0.6","15","true"
"19076","0.4088","105","true","19076","0.5912","15","true"
"19077","0.4092","105","true","19077","0.5908","15","true"
