"x","C","color","p1","x","D","color","p2"
"12829","0.3904","105","true","12829","0.6096","15","true"
"12830","0.408","105","true","12830","0.592","15","true"
"12831","0.4204","105","true","12831","0.5796","15","true"
"12832","0.4132","105","true","12832","0.5868","15","true"
"12833","0.4032","105","true","12833","0.5968","15","true"
"12834","0.4024","105","true","12834","0.5976","15","true"
"12835","0.4","105","true","12835","0.6","15","true"
"12836","0.4128","105","true","12836","0.5872","15","true"
"12837","0.4072","105","true","12837","0.5928","15","true"
"12838","0.4116","105","true","12838","0.5884","15","true"
"12839","0.4048","105","true","12839","0.5952","15","true"
"12840","0.4016","105","true","12840","0.5984","15","true"
"12841","0.4052","105","true","12841","0.5948","15","true"
"12842","0.408","105","true","12842","0.592","15","true"
"12843","0.4064","105","true","12843","0.5936","15","true"
"12844","0.4192","105","true","12844","0.5808","15","true"
"12845","0.4212","105","true","12845","0.5788","15","true"
"12846","0.406","105","true","12846","0.594","15","true"
"12847","0.4104","105","true","12847","0.5896","15","true"
"12848","0.412","105","true","12848","0.588","15","true"
"12849","0.4024","105","true","12849","0.5976","15","true"
"12850","0.4116","105","true","12850","0.5884","15","true"
"12851","0.4108","105","true","12851","0.5892","15","true"
"12852","0.4148","105","true","12852","0.5852","15","true"
"12853","0.4016","105","true","12853","0.5984","15","true"
"12854","0.4096","105","true","12854","0.5904","15","true"
"12855","0.4172","105","true","12855","0.5828","15","true"
"12856","0.3984","105","true","12856","0.6016","15","true"
"12857","0.4092","105","true","12857","0.5908","15","true"
"12858","0.4068","105","true","12858","0.5932","15","true"
"12859","0.4164","105","true","12859","0.5836","15","true"
"12860","0.4156","105","true","12860","0.5844","15","true"
"12861","0.4152","105","true","12861","0.5848","15","true"
"12862","0.4192","105","true","12862","0.5808","15","true"
"12863","0.3996","105","true","12863","0.6004","15","true"
"12864","0.4024","105","true","12864","0.5976","15","true"
"12865","0.4216","105","true","12865","0.5784","15","true"
"12866","0.412","105","true","12866","0.588","15","true"
"12867","0.414","105","true","12867","0.586","15","true"
"12868","0.4032","105","true","12868","0.5968","15","true"
"12869","0.4172","105","true","12869","0.5828","15","true"
"12870","0.404","105","true","12870","0.596","15","true"
"12871","0.4052","105","true","12871","0.5948","15","true"
"12872","0.4064","105","true","12872","0.5936","15","true"
"12873","0.4076","105","true","12873","0.5924","15","true"
"12874","0.4064","105","true","12874","0.5936","15","true"
"12875","0.41","105","true","12875","0.59","15","true"
"12876","0.4112","105","true","12876","0.5888","15","true"
"12877","0.404","105","true","12877","0.596","15","true"
"12878","0.4048","105","true","12878","0.5952","15","true"
"12879","0.4164","105","true","12879","0.5836","15","true"
"12880","0.41","105","true","12880","0.59","15","true"
"12881","0.4004","105","true","12881","0.5996","15","true"
"12882","0.412","105","true","12882","0.588","15","true"
"12883","0.3928","105","true","12883","0.6072","15","true"
"12884","0.4072","105","true","12884","0.5928","15","true"
"12885","0.4168","105","true","12885","0.5832","15","true"
"12886","0.3972","105","true","12886","0.6028","15","true"
"12887","0.4048","105","true","12887","0.5952","15","true"
"12888","0.412","105","true","12888","0.588","15","true"
"12889","0.406","105","true","12889","0.594","15","true"
"12890","0.404","105","true","12890","0.596","15","true"
"12891","0.398","105","true","12891","0.602","15","true"
"12892","0.4124","105","true","12892","0.5876","15","true"
"12893","0.4076","105","true","12893","0.5924","15","true"
"12894","0.4184","105","true","12894","0.5816","15","true"
"12895","0.4032","105","true","12895","0.5968","15","true"
"12896","0.4004","105","true","12896","0.5996","15","true"
"12897","0.4104","105","true","12897","0.5896","15","true"
"12898","0.4128","105","true","12898","0.5872","15","true"
"12899","0.4136","105","true","12899","0.5864","15","true"
"12900","0.4176","105","true","12900","0.5824","15","true"
"12901","0.4024","105","true","12901","0.5976","15","true"
"12902","0.396","105","true","12902","0.604","15","true"
"12903","0.4076","105","true","12903","0.5924","15","true"
"12904","0.4252","105","true","12904","0.5748","15","true"
"12905","0.4124","105","true","12905","0.5876","15","true"
"12906","0.3848","105","true","12906","0.6152","15","true"
"12907","0.4024","105","true","12907","0.5976","15","true"
"12908","0.412","105","true","12908","0.588","15","true"
"12909","0.4204","105","true","12909","0.5796","15","true"
"12910","0.4252","105","true","12910","0.5748","15","true"
"12911","0.426","105","true","12911","0.574","15","true"
"12912","0.3992","105","true","12912","0.6008","15","true"
"12913","0.396","105","true","12913","0.604","15","true"
"12914","0.4064","105","true","12914","0.5936","15","true"
"12915","0.4008","105","true","12915","0.5992","15","true"
"12916","0.424","105","true","12916","0.576","15","true"
"12917","0.396","105","true","12917","0.604","15","true"
"12918","0.3988","105","true","12918","0.6012","15","true"
"12919","0.3992","105","true","12919","0.6008","15","true"
"12920","0.3968","105","true","12920","0.6032","15","true"
"12921","0.4064","105","true","12921","0.5936","15","true"
"12922","0.4156","105","true","12922","0.5844","15","true"
"12923","0.416","105","true","12923","0.584","15","true"
"12924","0.416","105","true","12924","0.584","15","true"
"12925","0.4048","105","true","12925","0.5952","15","true"
"12926","0.4048","105","true","12926","0.5952","15","true"
"12927","0.4052","105","true","12927","0.5948","15","true"
"12928","0.3968","105","true","12928","0.6032","15","true"
"12929","0.4044","105","true","12929","0.5956","15","true"
"12930","0.44","105","true","12930","0.56","15","true"
"12931","0.4228","105","true","12931","0.5772","15","true"
"12932","0.4052","105","true","12932","0.5948","15","true"
"12933","0.3948","105","true","12933","0.6052","15","true"
"12934","0.3836","105","true","12934","0.6164","15","true"
"12935","0.402","105","true","12935","0.598","15","true"
"12936","0.3944","105","true","12936","0.6056","15","true"
"12937","0.4028","105","true","12937","0.5972","15","true"
"12938","0.4048","105","true","12938","0.5952","15","true"
"12939","0.4204","105","true","12939","0.5796","15","true"
"12940","0.4136","105","true","12940","0.5864","15","true"
"12941","0.4176","105","true","12941","0.5824","15","true"
"12942","0.4072","105","true","12942","0.5928","15","true"
"12943","0.4084","105","true","12943","0.5916","15","true"
"12944","0.4072","105","true","12944","0.5928","15","true"
"12945","0.4184","105","true","12945","0.5816","15","true"
"12946","0.4256","105","true","12946","0.5744","15","true"
"12947","0.4112","105","true","12947","0.5888","15","true"
"12948","0.4104","105","true","12948","0.5896","15","true"
"12949","0.4116","105","true","12949","0.5884","15","true"
"12950","0.4184","105","true","12950","0.5816","15","true"
"12951","0.3948","105","true","12951","0.6052","15","true"
"12952","0.4148","105","true","12952","0.5852","15","true"
"12953","0.4136","105","true","12953","0.5864","15","true"
"12954","0.4024","105","true","12954","0.5976","15","true"
"12955","0.3972","105","true","12955","0.6028","15","true"
"12956","0.4188","105","true","12956","0.5812","15","true"
"12957","0.4008","105","true","12957","0.5992","15","true"
"12958","0.4044","105","true","12958","0.5956","15","true"
"12959","0.4072","105","true","12959","0.5928","15","true"
"12960","0.3972","105","true","12960","0.6028","15","true"
"12961","0.4164","105","true","12961","0.5836","15","true"
"12962","0.406","105","true","12962","0.594","15","true"
"12963","0.416","105","true","12963","0.584","15","true"
"12964","0.4092","105","true","12964","0.5908","15","true"
"12965","0.4208","105","true","12965","0.5792","15","true"
"12966","0.4216","105","true","12966","0.5784","15","true"
"12967","0.4156","105","true","12967","0.5844","15","true"
"12968","0.3988","105","true","12968","0.6012","15","true"
"12969","0.398","105","true","12969","0.602","15","true"
"12970","0.428","105","true","12970","0.572","15","true"
"12971","0.4228","105","true","12971","0.5772","15","true"
"12972","0.424","105","true","12972","0.576","15","true"
"12973","0.3976","105","true","12973","0.6024","15","true"
"12974","0.404","105","true","12974","0.596","15","true"
"12975","0.406","105","true","12975","0.594","15","true"
"12976","0.4036","105","true","12976","0.5964","15","true"
"12977","0.4104","105","true","12977","0.5896","15","true"
"12978","0.3856","105","true","12978","0.6144","15","true"
"12979","0.4176","105","true","12979","0.5824","15","true"
"12980","0.4064","105","true","12980","0.5936","15","true"
"12981","0.4176","105","true","12981","0.5824","15","true"
"12982","0.424","105","true","12982","0.576","15","true"
"12983","0.3992","105","true","12983","0.6008","15","true"
"12984","0.4316","105","true","12984","0.5684","15","true"
"12985","0.412","105","true","12985","0.588","15","true"
"12986","0.4044","105","true","12986","0.5956","15","true"
"12987","0.4112","105","true","12987","0.5888","15","true"
"12988","0.4076","105","true","12988","0.5924","15","true"
"12989","0.4","105","true","12989","0.6","15","true"
"12990","0.4216","105","true","12990","0.5784","15","true"
"12991","0.4172","105","true","12991","0.5828","15","true"
"12992","0.4148","105","true","12992","0.5852","15","true"
"12993","0.4104","105","true","12993","0.5896","15","true"
"12994","0.4152","105","true","12994","0.5848","15","true"
"12995","0.3932","105","true","12995","0.6068","15","true"
"12996","0.3932","105","true","12996","0.6068","15","true"
"12997","0.4048","105","true","12997","0.5952","15","true"
"12998","0.4036","105","true","12998","0.5964","15","true"
"12999","0.39","105","true","12999","0.61","15","true"
"13000","0.4136","105","true","13000","0.5864","15","true"
"13001","0.416","105","true","13001","0.584","15","true"
"13002","0.4256","105","true","13002","0.5744","15","true"
"13003","0.4128","105","true","13003","0.5872","15","true"
"13004","0.402","105","true","13004","0.598","15","true"
"13005","0.4012","105","true","13005","0.5988","15","true"
"13006","0.4148","105","true","13006","0.5852","15","true"
"13007","0.4068","105","true","13007","0.5932","15","true"
"13008","0.41","105","true","13008","0.59","15","true"
"13009","0.4096","105","true","13009","0.5904","15","true"
"13010","0.4092","105","true","13010","0.5908","15","true"
"13011","0.4152","105","true","13011","0.5848","15","true"
"13012","0.4072","105","true","13012","0.5928","15","true"
"13013","0.4232","105","true","13013","0.5768","15","true"
"13014","0.4192","105","true","13014","0.5808","15","true"
"13015","0.41","105","true","13015","0.59","15","true"
"13016","0.4096","105","true","13016","0.5904","15","true"
"13017","0.4028","105","true","13017","0.5972","15","true"
"13018","0.418","105","true","13018","0.582","15","true"
"13019","0.4136","105","true","13019","0.5864","15","true"
"13020","0.3968","105","true","13020","0.6032","15","true"
"13021","0.392","105","true","13021","0.608","15","true"
"13022","0.4008","105","true","13022","0.5992","15","true"
"13023","0.4132","105","true","13023","0.5868","15","true"
"13024","0.4124","105","true","13024","0.5876","15","true"
"13025","0.398","105","true","13025","0.602","15","true"
"13026","0.4148","105","true","13026","0.5852","15","true"
"13027","0.418","105","true","13027","0.582","15","true"
"13028","0.3944","105","true","13028","0.6056","15","true"
"13029","0.4032","105","true","13029","0.5968","15","true"
"13030","0.4308","105","true","13030","0.5692","15","true"
"13031","0.416","105","true","13031","0.584","15","true"
"13032","0.4148","105","true","13032","0.5852","15","true"
"13033","0.4112","105","true","13033","0.5888","15","true"
"13034","0.4104","105","true","13034","0.5896","15","true"
"13035","0.4144","105","true","13035","0.5856","15","true"
"13036","0.4048","105","true","13036","0.5952","15","true"
"13037","0.404","105","true","13037","0.596","15","true"
"13038","0.4088","105","true","13038","0.5912","15","true"
"13039","0.3904","105","true","13039","0.6096","15","true"
"13040","0.4212","105","true","13040","0.5788","15","true"
"13041","0.4164","105","true","13041","0.5836","15","true"
"13042","0.4112","105","true","13042","0.5888","15","true"
"13043","0.4196","105","true","13043","0.5804","15","true"
"13044","0.406","105","true","13044","0.594","15","true"
"13045","0.4088","105","true","13045","0.5912","15","true"
"13046","0.4184","105","true","13046","0.5816","15","true"
"13047","0.4092","105","true","13047","0.5908","15","true"
"13048","0.4092","105","true","13048","0.5908","15","true"
"13049","0.4084","105","true","13049","0.5916","15","true"
"13050","0.3944","105","true","13050","0.6056","15","true"
"13051","0.4132","105","true","13051","0.5868","15","true"
"13052","0.408","105","true","13052","0.592","15","true"
"13053","0.4216","105","true","13053","0.5784","15","true"
"13054","0.4168","105","true","13054","0.5832","15","true"
"13055","0.4","105","true","13055","0.6","15","true"
"13056","0.422","105","true","13056","0.578","15","true"
"13057","0.3976","105","true","13057","0.6024","15","true"
"13058","0.4068","105","true","13058","0.5932","15","true"
"13059","0.3868","105","true","13059","0.6132","15","true"
"13060","0.406","105","true","13060","0.594","15","true"
"13061","0.4","105","true","13061","0.6","15","true"
"13062","0.4016","105","true","13062","0.5984","15","true"
"13063","0.4064","105","true","13063","0.5936","15","true"
"13064","0.396","105","true","13064","0.604","15","true"
"13065","0.4216","105","true","13065","0.5784","15","true"
"13066","0.4144","105","true","13066","0.5856","15","true"
"13067","0.402","105","true","13067","0.598","15","true"
"13068","0.4136","105","true","13068","0.5864","15","true"
"13069","0.4304","105","true","13069","0.5696","15","true"
"13070","0.394","105","true","13070","0.606","15","true"
"13071","0.4192","105","true","13071","0.5808","15","true"
"13072","0.4128","105","true","13072","0.5872","15","true"
"13073","0.4236","105","true","13073","0.5764","15","true"
"13074","0.41","105","true","13074","0.59","15","true"
"13075","0.43","105","true","13075","0.57","15","true"
"13076","0.4032","105","true","13076","0.5968","15","true"
"13077","0.4232","105","true","13077","0.5768","15","true"
"13078","0.4352","105","true","13078","0.5648","15","true"
"13079","0.4064","105","true","13079","0.5936","15","true"
"13080","0.4148","105","true","13080","0.5852","15","true"
"13081","0.4016","105","true","13081","0.5984","15","true"
"13082","0.4256","105","true","13082","0.5744","15","true"
"13083","0.4144","105","true","13083","0.5856","15","true"
"13084","0.3976","105","true","13084","0.6024","15","true"
"13085","0.4036","105","true","13085","0.5964","15","true"
"13086","0.4088","105","true","13086","0.5912","15","true"
"13087","0.4224","105","true","13087","0.5776","15","true"
"13088","0.3956","105","true","13088","0.6044","15","true"
"13089","0.406","105","true","13089","0.594","15","true"
"13090","0.4124","105","true","13090","0.5876","15","true"
"13091","0.414","105","true","13091","0.586","15","true"
"13092","0.402","105","true","13092","0.598","15","true"
"13093","0.4112","105","true","13093","0.5888","15","true"
"13094","0.4196","105","true","13094","0.5804","15","true"
"13095","0.4192","105","true","13095","0.5808","15","true"
"13096","0.406","105","true","13096","0.594","15","true"
"13097","0.4188","105","true","13097","0.5812","15","true"
"13098","0.4104","105","true","13098","0.5896","15","true"
"13099","0.4188","105","true","13099","0.5812","15","true"
"13100","0.4072","105","true","13100","0.5928","15","true"
"13101","0.4136","105","true","13101","0.5864","15","true"
"13102","0.4112","105","true","13102","0.5888","15","true"
"13103","0.412","105","true","13103","0.588","15","true"
"13104","0.4064","105","true","13104","0.5936","15","true"
"13105","0.4236","105","true","13105","0.5764","15","true"
"13106","0.4116","105","true","13106","0.5884","15","true"
"13107","0.4116","105","true","13107","0.5884","15","true"
"13108","0.4128","105","true","13108","0.5872","15","true"
"13109","0.424","105","true","13109","0.576","15","true"
"13110","0.4096","105","true","13110","0.5904","15","true"
"13111","0.404","105","true","13111","0.596","15","true"
"13112","0.4024","105","true","13112","0.5976","15","true"
"13113","0.4208","105","true","13113","0.5792","15","true"
"13114","0.4","105","true","13114","0.6","15","true"
"13115","0.4016","105","true","13115","0.5984","15","true"
"13116","0.4188","105","true","13116","0.5812","15","true"
"13117","0.404","105","true","13117","0.596","15","true"
"13118","0.4024","105","true","13118","0.5976","15","true"
"13119","0.4148","105","true","13119","0.5852","15","true"
"13120","0.414","105","true","13120","0.586","15","true"
"13121","0.4","105","true","13121","0.6","15","true"
"13122","0.4084","105","true","13122","0.5916","15","true"
"13123","0.4164","105","true","13123","0.5836","15","true"
"13124","0.4","105","true","13124","0.6","15","true"
"13125","0.4188","105","true","13125","0.5812","15","true"
"13126","0.4104","105","true","13126","0.5896","15","true"
"13127","0.4112","105","true","13127","0.5888","15","true"
"13128","0.3976","105","true","13128","0.6024","15","true"
"13129","0.4048","105","true","13129","0.5952","15","true"
"13130","0.3996","105","true","13130","0.6004","15","true"
"13131","0.398","105","true","13131","0.602","15","true"
"13132","0.394","105","true","13132","0.606","15","true"
"13133","0.4184","105","true","13133","0.5816","15","true"
"13134","0.4096","105","true","13134","0.5904","15","true"
"13135","0.4136","105","true","13135","0.5864","15","true"
"13136","0.4144","105","true","13136","0.5856","15","true"
"13137","0.416","105","true","13137","0.584","15","true"
"13138","0.4056","105","true","13138","0.5944","15","true"
"13139","0.426","105","true","13139","0.574","15","true"
"13140","0.3944","105","true","13140","0.6056","15","true"
"13141","0.386","105","true","13141","0.614","15","true"
"13142","0.3996","105","true","13142","0.6004","15","true"
"13143","0.4132","105","true","13143","0.5868","15","true"
"13144","0.4168","105","true","13144","0.5832","15","true"
"13145","0.3928","105","true","13145","0.6072","15","true"
"13146","0.4176","105","true","13146","0.5824","15","true"
"13147","0.418","105","true","13147","0.582","15","true"
"13148","0.4012","105","true","13148","0.5988","15","true"
"13149","0.394","105","true","13149","0.606","15","true"
"13150","0.4108","105","true","13150","0.5892","15","true"
"13151","0.4004","105","true","13151","0.5996","15","true"
"13152","0.3964","105","true","13152","0.6036","15","true"
"13153","0.4196","105","true","13153","0.5804","15","true"
"13154","0.406","105","true","13154","0.594","15","true"
"13155","0.4048","105","true","13155","0.5952","15","true"
"13156","0.4","105","true","13156","0.6","15","true"
"13157","0.4084","105","true","13157","0.5916","15","true"
"13158","0.4032","105","true","13158","0.5968","15","true"
"13159","0.42","105","true","13159","0.58","15","true"
"13160","0.4108","105","true","13160","0.5892","15","true"
"13161","0.412","105","true","13161","0.588","15","true"
"13162","0.408","105","true","13162","0.592","15","true"
"13163","0.4204","105","true","13163","0.5796","15","true"
"13164","0.3948","105","true","13164","0.6052","15","true"
"13165","0.4008","105","true","13165","0.5992","15","true"
"13166","0.4148","105","true","13166","0.5852","15","true"
"13167","0.394","105","true","13167","0.606","15","true"
"13168","0.4144","105","true","13168","0.5856","15","true"
"13169","0.4132","105","true","13169","0.5868","15","true"
"13170","0.3968","105","true","13170","0.6032","15","true"
"13171","0.3908","105","true","13171","0.6092","15","true"
"13172","0.3972","105","true","13172","0.6028","15","true"
"13173","0.426","105","true","13173","0.574","15","true"
"13174","0.4056","105","true","13174","0.5944","15","true"
"13175","0.4008","105","true","13175","0.5992","15","true"
"13176","0.4164","105","true","13176","0.5836","15","true"
"13177","0.424","105","true","13177","0.576","15","true"
"13178","0.3944","105","true","13178","0.6056","15","true"
"13179","0.3904","105","true","13179","0.6096","15","true"
"13180","0.4264","105","true","13180","0.5736","15","true"
"13181","0.4144","105","true","13181","0.5856","15","true"
"13182","0.4136","105","true","13182","0.5864","15","true"
"13183","0.4028","105","true","13183","0.5972","15","true"
"13184","0.3752","105","true","13184","0.6248","15","true"
"13185","0.4112","105","true","13185","0.5888","15","true"
"13186","0.4128","105","true","13186","0.5872","15","true"
"13187","0.3984","105","true","13187","0.6016","15","true"
"13188","0.3864","105","true","13188","0.6136","15","true"
"13189","0.4028","105","true","13189","0.5972","15","true"
"13190","0.4132","105","true","13190","0.5868","15","true"
"13191","0.4024","105","true","13191","0.5976","15","true"
"13192","0.4184","105","true","13192","0.5816","15","true"
"13193","0.4164","105","true","13193","0.5836","15","true"
"13194","0.4112","105","true","13194","0.5888","15","true"
"13195","0.4192","105","true","13195","0.5808","15","true"
"13196","0.3972","105","true","13196","0.6028","15","true"
"13197","0.4132","105","true","13197","0.5868","15","true"
"13198","0.4176","105","true","13198","0.5824","15","true"
"13199","0.404","105","true","13199","0.596","15","true"
"13200","0.4208","105","true","13200","0.5792","15","true"
"13201","0.4264","105","true","13201","0.5736","15","true"
"13202","0.4212","105","true","13202","0.5788","15","true"
"13203","0.4104","105","true","13203","0.5896","15","true"
"13204","0.4088","105","true","13204","0.5912","15","true"
"13205","0.4272","105","true","13205","0.5728","15","true"
"13206","0.4164","105","true","13206","0.5836","15","true"
"13207","0.4144","105","true","13207","0.5856","15","true"
"13208","0.4128","105","true","13208","0.5872","15","true"
"13209","0.4244","105","true","13209","0.5756","15","true"
"13210","0.4108","105","true","13210","0.5892","15","true"
"13211","0.406","105","true","13211","0.594","15","true"
"13212","0.4028","105","true","13212","0.5972","15","true"
"13213","0.4088","105","true","13213","0.5912","15","true"
"13214","0.3968","105","true","13214","0.6032","15","true"
"13215","0.4068","105","true","13215","0.5932","15","true"
"13216","0.4168","105","true","13216","0.5832","15","true"
"13217","0.4084","105","true","13217","0.5916","15","true"
"13218","0.4216","105","true","13218","0.5784","15","true"
"13219","0.3968","105","true","13219","0.6032","15","true"
"13220","0.402","105","true","13220","0.598","15","true"
"13221","0.4008","105","true","13221","0.5992","15","true"
"13222","0.4208","105","true","13222","0.5792","15","true"
"13223","0.4148","105","true","13223","0.5852","15","true"
"13224","0.4188","105","true","13224","0.5812","15","true"
"13225","0.4012","105","true","13225","0.5988","15","true"
"13226","0.3884","105","true","13226","0.6116","15","true"
"13227","0.4044","105","true","13227","0.5956","15","true"
"13228","0.3956","105","true","13228","0.6044","15","true"
"13229","0.422","105","true","13229","0.578","15","true"
"13230","0.3936","105","true","13230","0.6064","15","true"
"13231","0.4076","105","true","13231","0.5924","15","true"
"13232","0.4116","105","true","13232","0.5884","15","true"
"13233","0.4152","105","true","13233","0.5848","15","true"
"13234","0.4136","105","true","13234","0.5864","15","true"
"13235","0.4136","105","true","13235","0.5864","15","true"
"13236","0.4356","105","true","13236","0.5644","15","true"
"13237","0.4088","105","true","13237","0.5912","15","true"
"13238","0.4284","105","true","13238","0.5716","15","true"
"13239","0.4088","105","true","13239","0.5912","15","true"
"13240","0.406","105","true","13240","0.594","15","true"
"13241","0.4144","105","true","13241","0.5856","15","true"
"13242","0.406","105","true","13242","0.594","15","true"
"13243","0.408","105","true","13243","0.592","15","true"
"13244","0.4096","105","true","13244","0.5904","15","true"
"13245","0.4044","105","true","13245","0.5956","15","true"
"13246","0.4084","105","true","13246","0.5916","15","true"
"13247","0.4196","105","true","13247","0.5804","15","true"
"13248","0.4184","105","true","13248","0.5816","15","true"
"13249","0.3964","105","true","13249","0.6036","15","true"
"13250","0.4036","105","true","13250","0.5964","15","true"
"13251","0.4108","105","true","13251","0.5892","15","true"
"13252","0.4084","105","true","13252","0.5916","15","true"
"13253","0.4132","105","true","13253","0.5868","15","true"
"13254","0.4056","105","true","13254","0.5944","15","true"
"13255","0.4092","105","true","13255","0.5908","15","true"
"13256","0.4044","105","true","13256","0.5956","15","true"
"13257","0.4144","105","true","13257","0.5856","15","true"
"13258","0.3876","105","true","13258","0.6124","15","true"
"13259","0.4032","105","true","13259","0.5968","15","true"
"13260","0.4064","105","true","13260","0.5936","15","true"
"13261","0.4132","105","true","13261","0.5868","15","true"
"13262","0.406","105","true","13262","0.594","15","true"
"13263","0.4128","105","true","13263","0.5872","15","true"
"13264","0.4036","105","true","13264","0.5964","15","true"
"13265","0.4068","105","true","13265","0.5932","15","true"
"13266","0.4096","105","true","13266","0.5904","15","true"
"13267","0.4084","105","true","13267","0.5916","15","true"
"13268","0.394","105","true","13268","0.606","15","true"
"13269","0.4104","105","true","13269","0.5896","15","true"
"13270","0.4148","105","true","13270","0.5852","15","true"
"13271","0.4084","105","true","13271","0.5916","15","true"
"13272","0.3948","105","true","13272","0.6052","15","true"
"13273","0.4236","105","true","13273","0.5764","15","true"
"13274","0.4012","105","true","13274","0.5988","15","true"
"13275","0.406","105","true","13275","0.594","15","true"
"13276","0.4164","105","true","13276","0.5836","15","true"
"13277","0.4164","105","true","13277","0.5836","15","true"
"13278","0.4124","105","true","13278","0.5876","15","true"
"13279","0.4088","105","true","13279","0.5912","15","true"
"13280","0.3828","105","true","13280","0.6172","15","true"
"13281","0.4168","105","true","13281","0.5832","15","true"
"13282","0.4004","105","true","13282","0.5996","15","true"
"13283","0.4152","105","true","13283","0.5848","15","true"
"13284","0.4152","105","true","13284","0.5848","15","true"
"13285","0.4152","105","true","13285","0.5848","15","true"
"13286","0.4164","105","true","13286","0.5836","15","true"
"13287","0.4056","105","true","13287","0.5944","15","true"
"13288","0.4128","105","true","13288","0.5872","15","true"
"13289","0.4256","105","true","13289","0.5744","15","true"
"13290","0.404","105","true","13290","0.596","15","true"
"13291","0.4144","105","true","13291","0.5856","15","true"
"13292","0.418","105","true","13292","0.582","15","true"
"13293","0.412","105","true","13293","0.588","15","true"
"13294","0.4212","105","true","13294","0.5788","15","true"
"13295","0.4136","105","true","13295","0.5864","15","true"
"13296","0.4176","105","true","13296","0.5824","15","true"
"13297","0.4004","105","true","13297","0.5996","15","true"
"13298","0.4116","105","true","13298","0.5884","15","true"
"13299","0.4176","105","true","13299","0.5824","15","true"
"13300","0.4076","105","true","13300","0.5924","15","true"
"13301","0.4116","105","true","13301","0.5884","15","true"
"13302","0.4172","105","true","13302","0.5828","15","true"
"13303","0.4172","105","true","13303","0.5828","15","true"
"13304","0.4188","105","true","13304","0.5812","15","true"
"13305","0.406","105","true","13305","0.594","15","true"
"13306","0.4216","105","true","13306","0.5784","15","true"
"13307","0.4216","105","true","13307","0.5784","15","true"
"13308","0.4136","105","true","13308","0.5864","15","true"
"13309","0.4064","105","true","13309","0.5936","15","true"
"13310","0.4068","105","true","13310","0.5932","15","true"
"13311","0.42","105","true","13311","0.58","15","true"
"13312","0.4212","105","true","13312","0.5788","15","true"
"13313","0.4012","105","true","13313","0.5988","15","true"
"13314","0.4184","105","true","13314","0.5816","15","true"
"13315","0.4132","105","true","13315","0.5868","15","true"
"13316","0.4032","105","true","13316","0.5968","15","true"
"13317","0.4068","105","true","13317","0.5932","15","true"
"13318","0.4004","105","true","13318","0.5996","15","true"
"13319","0.4172","105","true","13319","0.5828","15","true"
"13320","0.4276","105","true","13320","0.5724","15","true"
"13321","0.4204","105","true","13321","0.5796","15","true"
"13322","0.4132","105","true","13322","0.5868","15","true"
"13323","0.402","105","true","13323","0.598","15","true"
"13324","0.4148","105","true","13324","0.5852","15","true"
"13325","0.4092","105","true","13325","0.5908","15","true"
"13326","0.41","105","true","13326","0.59","15","true"
"13327","0.4132","105","true","13327","0.5868","15","true"
"13328","0.4092","105","true","13328","0.5908","15","true"
"13329","0.4036","105","true","13329","0.5964","15","true"
"13330","0.4164","105","true","13330","0.5836","15","true"
"13331","0.4356","105","true","13331","0.5644","15","true"
"13332","0.4164","105","true","13332","0.5836","15","true"
"13333","0.424","105","true","13333","0.576","15","true"
"13334","0.4168","105","true","13334","0.5832","15","true"
"13335","0.4152","105","true","13335","0.5848","15","true"
"13336","0.4092","105","true","13336","0.5908","15","true"
"13337","0.4188","105","true","13337","0.5812","15","true"
"13338","0.408","105","true","13338","0.592","15","true"
"13339","0.4088","105","true","13339","0.5912","15","true"
"13340","0.4184","105","true","13340","0.5816","15","true"
"13341","0.4224","105","true","13341","0.5776","15","true"
"13342","0.4208","105","true","13342","0.5792","15","true"
"13343","0.4136","105","true","13343","0.5864","15","true"
"13344","0.4092","105","true","13344","0.5908","15","true"
"13345","0.3996","105","true","13345","0.6004","15","true"
"13346","0.4164","105","true","13346","0.5836","15","true"
"13347","0.4016","105","true","13347","0.5984","15","true"
"13348","0.4388","105","true","13348","0.5612","15","true"
"13349","0.4112","105","true","13349","0.5888","15","true"
"13350","0.4116","105","true","13350","0.5884","15","true"
"13351","0.396","105","true","13351","0.604","15","true"
"13352","0.4172","105","true","13352","0.5828","15","true"
"13353","0.4124","105","true","13353","0.5876","15","true"
"13354","0.4164","105","true","13354","0.5836","15","true"
"13355","0.412","105","true","13355","0.588","15","true"
"13356","0.4112","105","true","13356","0.5888","15","true"
"13357","0.4196","105","true","13357","0.5804","15","true"
"13358","0.4088","105","true","13358","0.5912","15","true"
"13359","0.406","105","true","13359","0.594","15","true"
"13360","0.4164","105","true","13360","0.5836","15","true"
"13361","0.4364","105","true","13361","0.5636","15","true"
"13362","0.3852","105","true","13362","0.6148","15","true"
"13363","0.4172","105","true","13363","0.5828","15","true"
"13364","0.4052","105","true","13364","0.5948","15","true"
"13365","0.3996","105","true","13365","0.6004","15","true"
"13366","0.4152","105","true","13366","0.5848","15","true"
"13367","0.4064","105","true","13367","0.5936","15","true"
"13368","0.4144","105","true","13368","0.5856","15","true"
"13369","0.404","105","true","13369","0.596","15","true"
"13370","0.4024","105","true","13370","0.5976","15","true"
"13371","0.3992","105","true","13371","0.6008","15","true"
"13372","0.398","105","true","13372","0.602","15","true"
"13373","0.4084","105","true","13373","0.5916","15","true"
"13374","0.4132","105","true","13374","0.5868","15","true"
