"BehaviorSpace results (NetLogo 5.0.5)"
"extended_prisoners_dilemma.nlogo"
"experiment_stable_coexistence_variation_of_costs"
"12/14/2014 16:39:11:083 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","benefit","initial_propD","play_pd","cost","baseline_fitness","play_spatial","[step]","count patches with [strategy_current = ""C""] / (count patches)"
"314","1","0.6","false","0.06","0","true","500","0.9724"
"319","1","0.6","false","0.06","0","true","500","0.9724"
"321","1","0.6","false","0.06","0","true","500","0.9724"
"322","1","0.6","false","0.06","0","true","500","0.9732"
"323","1","0.6","false","0.06","0","true","500","0.9732"
"324","1","0.6","false","0.06","0","true","500","0.9636"
"320","1","0.6","false","0.06","0","true","500","0.9684"
"325","1","0.6","false","0.06","0","true","500","0.972"
"327","1","0.6","false","0.06","0","true","500","0.9668"
"328","1","0.6","false","0.06","0","true","500","0.974"
"329","1","0.6","false","0.06","0","true","500","0.968"
"330","1","0.6","false","0.06","0","true","500","0.9668"
"326","1","0.6","false","0.06","0","true","500","0.9716"
"331","1","0.6","false","0.06","0","true","500","0.9676"
"333","1","0.6","false","0.06","0","true","500","0.9724"
"334","1","0.6","false","0.06","0","true","500","0.9708"
"335","1","0.6","false","0.06","0","true","500","0.9704"
"332","1","0.6","false","0.06","0","true","500","0.972"
"336","1","0.6","false","0.06","0","true","500","0.9688"
"338","1","0.6","false","0.06","0","true","500","0.9728"
"339","1","0.6","false","0.06","0","true","500","0.9728"
"340","1","0.6","false","0.06","0","true","500","0.9772"
"341","1","0.6","false","0.06","0","true","500","0.9756"
"337","1","0.6","false","0.06","0","true","500","0.9692"
"342","1","0.6","false","0.06","0","true","500","0.9728"
"344","1","0.6","false","0.06","0","true","500","0.966"
"345","1","0.6","false","0.06","0","true","500","0.9684"
"346","1","0.6","false","0.06","0","true","500","0.9752"
"347","1","0.6","false","0.06","0","true","500","0.974"
"343","1","0.6","false","0.06","0","true","500","0.9688"
"348","1","0.6","false","0.06","0","true","500","0.9692"
"350","1","0.6","false","0.06","0","true","500","0.97"
"351","1","0.6","false","0.07","0","true","500","0.9712"
"352","1","0.6","false","0.07","0","true","500","0.9704"
"353","1","0.6","false","0.07","0","true","500","0.9712"
"349","1","0.6","false","0.06","0","true","500","0.966"
"354","1","0.6","false","0.07","0","true","500","0.9672"
"356","1","0.6","false","0.07","0","true","500","0.972"
"357","1","0.6","false","0.07","0","true","500","0.968"
"358","1","0.6","false","0.07","0","true","500","0.9712"
"359","1","0.6","false","0.07","0","true","500","0.9736"
"355","1","0.6","false","0.07","0","true","500","0.9672"
"360","1","0.6","false","0.07","0","true","500","0.976"
"362","1","0.6","false","0.07","0","true","500","0.9724"
"363","1","0.6","false","0.07","0","true","500","0.9704"
"364","1","0.6","false","0.07","0","true","500","0.9704"
"361","1","0.6","false","0.07","0","true","500","0.9768"
"365","1","0.6","false","0.07","0","true","500","0.9684"
"367","1","0.6","false","0.07","0","true","500","0.9716"
"368","1","0.6","false","0.07","0","true","500","0.9688"
"369","1","0.6","false","0.07","0","true","500","0.9656"
"370","1","0.6","false","0.07","0","true","500","0.9728"
"366","1","0.6","false","0.07","0","true","500","0.9748"
"371","1","0.6","false","0.07","0","true","500","0.972"
"373","1","0.6","false","0.07","0","true","500","0.9716"
"374","1","0.6","false","0.07","0","true","500","0.9692"
"375","1","0.6","false","0.07","0","true","500","0.9736"
"376","1","0.6","false","0.07","0","true","500","0.9736"
"372","1","0.6","false","0.07","0","true","500","0.972"
"377","1","0.6","false","0.07","0","true","500","0.9768"
"379","1","0.6","false","0.07","0","true","500","0.9736"
"380","1","0.6","false","0.07","0","true","500","0.9728"
"381","1","0.6","false","0.07","0","true","500","0.9744"
"382","1","0.6","false","0.07","0","true","500","0.9724"
"378","1","0.6","false","0.07","0","true","500","0.9732"
"383","1","0.6","false","0.07","0","true","500","0.9696"
"385","1","0.6","false","0.07","0","true","500","0.9736"
"386","1","0.6","false","0.07","0","true","500","0.9724"
"387","1","0.6","false","0.07","0","true","500","0.9736"
"388","1","0.6","false","0.07","0","true","500","0.9764"
"384","1","0.6","false","0.07","0","true","500","0.9732"
"389","1","0.6","false","0.07","0","true","500","0.9764"
"391","1","0.6","false","0.07","0","true","500","0.976"
"392","1","0.6","false","0.07","0","true","500","0.9732"
"393","1","0.6","false","0.07","0","true","500","0.9716"
"390","1","0.6","false","0.07","0","true","500","0.97"
"394","1","0.6","false","0.07","0","true","500","0.9728"
"396","1","0.6","false","0.07","0","true","500","0.9704"
"397","1","0.6","false","0.07","0","true","500","0.9696"
"398","1","0.6","false","0.07","0","true","500","0.972"
"399","1","0.6","false","0.07","0","true","500","0.9708"
"395","1","0.6","false","0.07","0","true","500","0.972"
"400","1","0.6","false","0.07","0","true","500","0.9636"
"402","1","0.6","false","0.08","0","true","500","0.9712"
"403","1","0.6","false","0.08","0","true","500","0.9688"
"404","1","0.6","false","0.08","0","true","500","0.9652"
"405","1","0.6","false","0.08","0","true","500","0.9704"
"401","1","0.6","false","0.08","0","true","500","0.9688"
"406","1","0.6","false","0.08","0","true","500","0.9684"
"408","1","0.6","false","0.08","0","true","500","0.9684"
"409","1","0.6","false","0.08","0","true","500","0.9684"
"410","1","0.6","false","0.08","0","true","500","0.9704"
"411","1","0.6","false","0.08","0","true","500","0.9728"
